,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,ogrzewanie,rok_budowy,stan_wykonczenia,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude,czas_auto,dystans_auto,czas_zbiorowy,dystans_zbiorowy
522,523,623,Gdañsk,¯abianka,Pomorska,"¯abianka/ 4 Pokoje/ 1,8 km Od Morza",77.0,689000,8948.0,4,wtorny,blok,3,10.0,miejskie,1991.0,do_zamieszkania,spoldzielcze_wl._z_KW,60651497,0,1,0,0,1,1,0,54.41910069999999,18.5811652,410.0,2749.0,948.0,3169.0
523,524,624,Gdynia,Karwiny,Kazimierza Kruczkowskiego,"Trzypokojowe, doskonale skomunikowane",59.4,409000,6886.0,3,wtorny,,4,4.0,,1986.0,do_zamieszkania,pelna_wlasnosc,60779030,0,1,0,0,0,1,0,54.4722681,18.4948987,1252.0,11807.0,3263.0,14996.0
524,525,625,Gdynia,Œródmieœcie,,"3 pokoje, centrum miasta, zamkniête osiedle, klima",46.0,434000,9435.0,3,wtorny,blok,4,4.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60947805,0,1,0,0,0,0,0,,,1524.0,14737.0,1602.0,14053.0
526,527,627,Gdañsk,Jasieñ,,Dwupoziomowe 125m Jasieñ,125.0,1100000,8800.0,5,wtorny,apartamentowiec,3,4.0,,,,pelna_wlasnosc,60778164,0,0,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
527,528,629,Gdynia,Leszczynki,,Przytulne mieszkanie z piêknym widokiem na Gdyniê!,66.6,630000,9459.0,3,wtorny,blok,2,6.0,miejskie,2009.0,do_zamieszkania,pelna_wlasnosc,60791562,0,0,0,0,1,0,1,,,1524.0,14737.0,1602.0,14053.0
528,529,630,Gdynia,Leszczynki,,Przestronne 3 pokoje z ogródkiem - prywatnie,72.0,499000,6931.0,3,wtorny,blok,1,2.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60735350,0,0,1,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
529,530,631,Gdañsk,Œródmieœcie,Kamienna Grobla,Przestronne mieszkanie nad Mot³aw¹!,39.75,360000,9057.0,2,wtorny,blok,2,9.0,miejskie,1963.0,do_remontu,,60947681,0,1,0,0,1,1,0,54.34297489999999,18.658224399999998,1216.0,10095.0,2711.0,10284.0
530,531,632,Gdañsk,Przymorze,,Dwa Pokoje Po Generalnym Remoncie!!!,47.0,399000,8489.0,2,wtorny,,2,10.0,miejskie,1975.0,,pelna_wlasnosc,60419842,0,0,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
531,532,633,Gdynia,Œródmieœcie,Antoniego Abrahama,Mieszkanie - Gdynia Œródmieœcie,42.92,530000,12349.0,2,wtorny,blok,5,5.0,miejskie,2009.0,do_zamieszkania,pelna_wlasnosc,60931169,0,1,0,0,1,1,0,54.5161674,18.5397435,1435.0,13391.0,2366.0,15047.0
532,533,634,Gdañsk,Przymorze,Piastowska,Dwupokojowe mieszkanie Przymorze/Jelitkowo,46.0,460000,10000.0,2,wtorny,blok,5,10.0,miejskie,,do_zamieszkania,spoldzielcze_wl._z_KW,60885574,0,0,0,0,0,1,0,54.4157761,18.584555399999996,359.0,2398.0,1209.0,3903.0
533,534,635,Gdynia,Or³owo,Or³owska,Jedyny taki adres w Polsce- Gdynia Or³owo Or³owska,150.0,7490000,49933.0,4,wtorny,apartamentowiec,parter,2.0,miejskie,2009.0,do_zamieszkania,,60947586,0,1,1,0,1,0,0,54.48000370000001,18.556998899999996,987.0,9233.0,2293.0,10404.0
534,535,636,Gdynia,Chwarzno-Wiczlino,ul. Jana Kamrowskiego,"Gdynia, 3 pokojowe, gotowe do zamieszkania",64.5,499999,7752.0,3,wtorny,blok,2,3.0,miejskie,2006.0,do_zamieszkania,pelna_wlasnosc,60832264,0,0,0,0,0,1,0,54.4965252,18.4316467,1418.0,18702.0,3617.0,21595.0
535,536,638,Gdañsk,Oliwa,Piotra Micha³owskiego,Mieszkanie - Gdañsk Oliwa,66.5,630000,9474.0,3,wtorny,,1,8.0,,1970.0,do_zamieszkania,pelna_wlasnosc,60947410,0,0,0,0,0,1,0,54.3862858,18.5727382,493.0,3230.0,1087.0,3011.0
536,537,639,Gdañsk,Wrzeszcz,Jana Matejki,"Osobna, du¿a kuchnia, balkon! Bardzo S³oneczne!",54.0,599000,11093.0,2,wtorny,kamienica,3,4.0,miejskie,1960.0,do_zamieszkania,pelna_wlasnosc,60947394,0,1,0,0,0,1,0,54.3753318,18.6096382,566.0,4656.0,1321.0,4845.0
537,538,640,Gdañsk,Œródmieœcie,,Zadbane (70m/3 pokoje) w sercu Gdañska,70.0,749000,10700.0,3,wtorny,kamienica,parter,4.0,gazowe,1901.0,do_zamieszkania,pelna_wlasnosc,60940835,0,0,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
538,539,641,Gdañsk,Ujeœcisko-£ostowice,,"Komfortowe, dwupokojowe - Gdañsk",50.0,469000,9380.0,2,wtorny,blok,3,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60916804,0,1,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
539,540,642,Gdañsk,Suchanino,,Nowa oferta. Hit cenowy. Gdañsk - Suchanino.,56.0,449000,8018.0,3,wtorny,blok,10,10.0,miejskie,1972.0,do_zamieszkania,pelna_wlasnosc,60887327,0,1,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
540,541,643,Gdañsk,Suchanino,,Nowa oferta. Hit cenowy. Gdañsk - Suchanino.,56.0,499000,8911.0,3,wtorny,blok,5,10.0,miejskie,1972.0,do_zamieszkania,pelna_wlasnosc,60887430,0,1,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
541,542,644,Gdañsk,Wrzeszcz,,Hit Cenowy - Wrzeszcz (dostêpny od zaraz),55.0,459000,8345.0,2,wtorny,kamienica,parter,3.0,gazowe,1920.0,do_zamieszkania,pelna_wlasnosc,60647401,0,1,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
542,543,645,Gdañsk,Ujeœcisko-£ostowice,Zakoniczyn,"Komfortowe, dwupokojowe - Gdañsk, Zakoniczyn",50.43,369000,7317.0,2,wtorny,blok,2,4.0,miejskie,2010.0,do_zamieszkania,pelna_wlasnosc,60811396,0,1,0,0,1,1,0,54.3224506,18.5767633,1723.0,21025.0,4281.0,17253.0
543,544,646,Gdañsk,Orunia-Œw. Wojciech-Lipce,Orunia,"Komfortowe,wyremontowane 5-pokojowe - Gdañsk",104.0,549900,5288.0,5,wtorny,blok,4,4.0,miejskie,1995.0,do_zamieszkania,,60747476,0,1,0,0,0,1,0,54.320451399999996,18.6383722,1413.0,12348.0,2142.0,13317.0
544,545,647,Gdañsk,Orunia-Œw. Wojciech-Lipce,Orunia,"Mieszkanie, 118 m2, Gdañsk",118.0,779000,6602.0,5,wtorny,blok,3,3.0,miejskie,2005.0,do_zamieszkania,pelna_wlasnosc,60226733,0,1,0,0,0,1,0,54.320451399999996,18.6383722,1413.0,12348.0,2142.0,13317.0
545,546,648,Sopot,Dolny,,Wspania³y apartament 5 pokojowy - Dolny Sopot,113.0,949000,8398.0,5,wtorny,kamienica,2,2.0,gazowe,1929.0,do_zamieszkania,,59806793,0,0,0,0,0,1,0,,,504.0,4558.0,1197.0,5316.0
547,548,650,Gdynia,D¹browa,Rdestowa,Stylowe 2 Pokojowe mieszkanie w otoczeniu lasu,53.4,370000,6929.0,2,wtorny,blok,4,4.0,miejskie,2004.0,do_zamieszkania,pelna_wlasnosc,60907784,0,1,0,0,0,1,0,54.46553480000001,18.4607861,1336.0,15678.0,2637.0,16985.0
549,550,653,Gdañsk,Zaspa,,Oferta inwestycyjna - Zaspa,31.0,350000,11290.0,2,wtorny,blok,6,10.0,miejskie,1970.0,do_zamieszkania,pelna_wlasnosc,60947333,0,0,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
550,551,655,Gdañsk,Wrzeszcz,Grunwaldzka,Dwa niezale¿ne pokoje w Centrum Wrzeszcza,51.47,469000,9112.0,2,wtorny,blok,4,8.0,miejskie,1980.0,do_remontu,pelna_wlasnosc,60947264,1,1,0,0,1,1,1,54.39420310000001,18.581129999999998,228.0,1682.0,926.0,2411.0
551,552,661,Gdañsk,Œródmieœcie,œw. Barbary,"Piêkne, Nietuzinkowe Wnêtrze! Nowe budownictwo!",73.0,1237000,16945.0,3,wtorny,apartamentowiec,4,6.0,,2019.0,,pelna_wlasnosc,60947233,0,0,0,0,1,0,0,54.34794059999999,18.6638597,1262.0,10517.0,2857.0,9961.0
552,553,666,Gdañsk,Przymorze,,3 Pokoje Przymorze! Blisko Ug! Pewny wynajem !,48.0,475000,9896.0,3,wtorny,blok,1,4.0,miejskie,1970.0,do_zamieszkania,spoldzielcze_wl._z_KW,60906799,0,1,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
553,554,667,Gdañsk,Wrzeszcz,ul. gen. de Gaulle'a,Kawalerka w centrum Gdañsk Wrzeszcz pod inwestycjê,22.8,259000,11360.0,1,wtorny,kamienica,1,3.0,miejskie,1960.0,do_remontu,pelna_wlasnosc,60947196,0,0,0,0,0,1,0,54.37942339999999,18.600952600000006,455.0,3875.0,1039.0,4255.0
554,555,676,Gdañsk,Œródmieœcie,Wa³owa,2 pokoje w centrum Gdañska w niskiej cenie,33.8,313000,9260.0,2,pierwotny,apartamentowiec,4,5.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60933557,0,0,0,0,1,0,1,54.35841679999999,18.6546345,929.0,8580.0,2354.0,8878.0
555,556,677,Sopot,Dolny,SOBIESKIEGO JANA,Mieszkanie - Sopot Dolny,104.0,1450000,13942.0,3,wtorny,kamienica,parter,2.0,gazowe,1905.0,do_zamieszkania,pelna_wlasnosc,60903163,0,0,1,0,0,1,0,54.4401071,18.5668253,616.0,4842.0,1544.0,5757.0
556,557,678,Gdañsk,Che³m,ul. W³adys³awa Jagie³³y,Dwupokojowe s³oneczne - odbiór Listopad 2020,45.77,329544,7200.0,2,pierwotny,blok,1,1.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,51870492,0,1,0,0,0,1,0,54.303551399999996,18.6137419,1579.0,15004.0,3340.0,16635.0
557,558,688,Gdañsk,Ujeœcisko-£ostowice,Wolne Miasto,Mieszkanie dwupokojowe z ogródkiem NOWE,33.2,361777,10897.0,2,pierwotny,blok,parter,3.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60947208,0,0,1,0,1,0,1,54.338096500000006,18.5864473,1336.0,10537.0,3588.0,14468.0
558,559,689,Gdañsk,Jasieñ,ul. Kartuska 420B,III Etap Gdañskich Tarasów; B25,70.07,443455,6329.0,3,pierwotny,blok,2,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60947222,0,1,0,0,0,0,0,54.3454797,18.5348772,1224.0,13615.0,2482.0,10138.0
559,560,690,Gdañsk,Siedlce,,Okazja! Kawalerka po remoncie 27m2 Siedlce!,27.0,249000,9222.0,1,wtorny,kamienica,1,2.0,elektryczne,,do_zamieszkania,pelna_wlasnosc,60783964,0,0,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
560,561,691,Gdañsk,BrzeŸno,,500m do pla¿y! Dwa pokoje pod klucz BrzeŸno!,27.0,279000,10333.0,2,wtorny,blok,3,4.0,miejskie,1975.0,do_zamieszkania,pelna_wlasnosc,60851371,0,0,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
561,562,693,Gdynia,Leszczynki,gen. Orlicz-Dreszera,"Gotowa inwestycja- 6 pokoi, Gdynia blsko skm",67.55,449000,6647.0,6,wtorny,blok,4,4.0,miejskie,1970.0,,spoldzielcze_wl._z_KW,60947171,0,1,0,0,0,0,0,54.53111020000001,18.491615799999998,1547.0,22127.0,3364.0,18695.0
562,563,694,Gdañsk,Wrzeszcz,Grunwaldzka,Do w³asnej aran¿acji z balkonem przy Politechnice!,41.0,355000,8659.0,2,wtorny,blok,1,10.0,miejskie,1970.0,do_remontu,pelna_wlasnosc,60947137,0,1,0,0,1,1,0,54.39420310000001,18.581129999999998,228.0,1682.0,926.0,2411.0
563,564,695,Gdañsk,Che³m,£añcucka,"43,44m2-dwupokojowe-Gdañsk Che³m",43.44,434000,9991.0,2,wtorny,blok,parter,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60947134,0,0,0,0,0,0,0,54.3322061,18.6034547,1433.0,11283.0,3271.0,13687.0
564,565,696,Gdañsk,Ujeœcisko-£ostowice,Z³ota,Rozk³adowe mieszkanie trzypokojowe Cesja.,52.9,375000,7089.0,3,wtorny,blok,parter,3.0,miejskie,2021.0,do_wykonczenia,pelna_wlasnosc,60947135,1,1,0,0,0,0,0,54.3128657,18.5980643,1692.0,13737.0,4178.0,16922.0
565,566,698,Gdynia,Wzgórze Œw. Maksymiliana,Miko³aja Kopernika,15 minut pieszo nad morze,64.0,630000,9844.0,3,wtorny,kamienica,3,3.0,gazowe,1940.0,do_zamieszkania,pelna_wlasnosc,60947081,0,0,0,0,0,1,0,54.5000613,18.548556299999998,1311.0,12041.0,2910.0,14609.0
566,567,700,Gdañsk,Jasieñ,ul. Pólnicy,Sprzedam du¿e mieszkanie inwestycyjne na Jasieniu,131.0,615000,4695.0,6,wtorny,blok,4,4.0,miejskie,1994.0,do_wykonczenia,spoldzielcze_wl._z_KW,60858956,0,1,0,0,0,1,0,54.3417831,18.5630542,1204.0,10055.0,2376.0,9791.0
567,568,701,Gdañsk,Przymorze,,2 Pokoje Na Parterze Z Balkonem! Przymorze,46.0,399000,8674.0,2,wtorny,,parter,10.0,miejskie,1970.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60946910,0,0,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
568,569,702,Gdañsk,Œródmieœcie,Pszenna,Grano Residence - Mieszkanie pod inwestycje,37.3,850000,22788.0,2,wtorny,apartamentowiec,5,6.0,miejskie,2020.0,do_zamieszkania,pelna_wlasnosc,60817187,0,1,0,0,1,0,1,54.3456767,18.658182800000002,1114.0,9694.0,2711.0,9758.0
569,570,703,Gdañsk,Ujeœcisko-£ostowice,Cedrowa 27,Komfortowe 2 pok. mieszkanie z gara¿em - Zabornia,47.0,419000,8915.0,2,wtorny,blok,1,3.0,miejskie,2013.0,do_zamieszkania,pelna_wlasnosc,60844908,0,1,0,0,1,1,1,54.33819620000001,18.586567300000002,1297.0,10568.0,3556.0,14432.0
570,571,704,Gdañsk,Piecki-Migowo,ul. prof. Stefana Hausbrandta,"Mieszkanie na piêknym osiedlu, m.parking.na 2 auta",47.67,499000,10468.0,2,wtorny,blok,5,6.0,miejskie,2015.0,do_zamieszkania,pelna_wlasnosc,60683226,0,1,0,0,0,0,1,54.3491085,18.5862261,1077.0,8564.0,2563.0,9061.0
572,573,706,Sopot,Górny,,Unikalny Apartament w Sopocie Górnym z tarasem,270.0,5000000,18519.0,8,wtorny,dom_wolnostojacy,3,4.0,gazowe,1910.0,,pelna_wlasnosc,60825687,0,0,0,0,0,0,0,,,504.0,4558.0,1197.0,5316.0
573,574,707,Gdynia,Red³owo,Legionów,Elegancki Dwupokojowy Apartament z Tarasem Red³owo,68.02,839000,12335.0,3,wtorny,apartamentowiec,1,11.0,miejskie,2006.0,,pelna_wlasnosc,60825692,0,0,0,0,1,0,0,54.4997577,18.541714199999998,1224.0,11500.0,2620.0,12482.0
574,575,708,Gdañsk,Zaspa,Jana Paw³a II,Komfortowe 2 pokoje Zaspa City Park gara¿,49.8,680000,13655.0,2,wtorny,apartamentowiec,2,11.0,miejskie,2013.0,do_zamieszkania,pelna_wlasnosc,60400146,0,1,0,0,1,0,1,54.397597899999994,18.605117,505.0,3597.0,1463.0,3832.0
575,576,709,Gdañsk,Przymorze,ul. Obroñców Wybrze¿a,Przytulne mieszkanie 2-pok Przymorze Horyzont,40.8,500000,12255.0,2,wtorny,blok,9,17.0,miejskie,2005.0,do_zamieszkania,pelna_wlasnosc,60946845,1,0,0,0,1,0,1,54.40920699999999,18.596602999999998,483.0,2985.0,1618.0,5078.0
576,577,710,Gdañsk,Ujeœcisko-£ostowice,Pastelowa,Okazja/2 pokoje/ Ogródek/ Komórka lokatorska,36.14,245000,6779.0,2,wtorny,,parter,4.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60946822,0,0,1,0,1,0,0,54.30976889999999,18.6007628,1694.0,14081.0,4473.0,18954.0
577,578,712,Sopot,Dolny,Jana Sobieskiego,500m od pla¿y,70.2,1180000,16809.0,3,wtorny,kamienica,parter,2.0,inne,1910.0,do_zamieszkania,pelna_wlasnosc,60858374,0,0,0,0,0,1,1,54.4401071,18.5668253,616.0,4842.0,1544.0,5757.0
578,579,713,Sopot,Sopot Dolny,Tadeusza Koœciuszki,Apartament w unikatowej Sopockiej kamienicy,92.0,1350000,14674.0,4,wtorny,kamienica,1,2.0,gazowe,1907.0,do_wykonczenia,pelna_wlasnosc,60889754,1,0,0,0,0,0,1,54.4388818,18.5642283,535.0,4452.0,1362.0,5544.0
579,580,714,Gdañsk,Œródmieœcie,Stefanii Sempo³owskiej,Inwestycyjne mieszkanie w centrum!,66.0,459000,6955.0,2,wtorny,kamienica,2,3.0,gazowe,1920.0,,pelna_wlasnosc,60946795,0,1,0,0,0,0,0,54.34285790000001,18.6638868,1174.0,10249.0,2972.0,10595.0
580,581,715,Gdañsk,Œródmieœcie,ul. RzeŸnicka,Przytulne mieszkanie 2-pok. 5 min do ul. D³ugiej,42.07,405000,9627.0,2,wtorny,blok,parter,4.0,miejskie,1960.0,do_zamieszkania,pelna_wlasnosc,60946772,0,0,0,0,0,1,0,54.3448608,18.647575399999997,1042.0,9211.0,2460.0,9480.0
581,582,716,Gdañsk,Piecki-Migowo,ul. Myœliwskie Wzgórze,"89m2, ul. Myœliwskie Wzgórze, z ogródkiem",89.3,960000,10750.0,4,wtorny,blok,parter,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60811511,1,0,1,0,1,1,0,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
582,583,717,Gdañsk,Piecki-Migowo,orañska,Morena / 3 pokoje,63.0,478000,7587.0,3,wtorny,blok,4,10.0,miejskie,1975.0,do_zamieszkania,pelna_wlasnosc,60884750,0,1,0,0,1,1,0,54.35613420000001,18.5797718,964.0,7789.0,3067.0,13786.0
583,584,718,Gdañsk,Ujeœcisko-£ostowice,Z³ota,Rozk³adowe mieszkanie trzypokojowe Cesja.,52.4,375000,7156.0,3,wtorny,blok,2,3.0,miejskie,2021.0,do_wykonczenia,pelna_wlasnosc,60946654,1,1,0,0,0,0,0,54.3128657,18.5980643,1692.0,13737.0,4178.0,16922.0
584,585,719,Gdañsk,Stogi,Szpaki,Piêkne mieszkanie blisko morza !,46.0,399000,8674.0,2,wtorny,blok,3,4.0,miejskie,1970.0,do_zamieszkania,pelna_wlasnosc,60946652,0,1,0,0,0,1,0,54.3624095,18.7135909,1402.0,13484.0,3151.0,16349.0
585,586,720,Gdañsk,Che³m,prof. Romualda Cebertowicza,Przytulne mieszkanie Che³m Okazja!,49.5,399000,8061.0,2,wtorny,blok,3,4.0,miejskie,1989.0,do_zamieszkania,pelna_wlasnosc,60946651,0,1,0,0,0,1,0,54.3371681,18.6060367,1370.0,10895.0,2801.0,12674.0
586,587,721,Gdañsk,Zaspa,Pilotów,Dwustronne mieszkanie na zaspie.,42.5,415000,9765.0,2,wtorny,blok,8,10.0,miejskie,1970.0,do_zamieszkania,,60946648,0,1,0,0,1,1,1,54.393837,18.5919647,635.0,3640.0,1476.0,3950.0
587,588,723,Sopot,Kamienny Potok,Mazowiecka,Najtañsze 3 pokojowe mieszkanie w Sopocie!,70.0,599000,8557.0,3,wtorny,blok,1,3.0,miejskie,1980.0,do_zamieszkania,pelna_wlasnosc,60244687,0,0,0,0,0,1,0,54.46008829999999,18.5497295,810.0,6957.0,1863.0,7950.0
588,589,725,Gdynia,Or³owo,Wielkopolska,3 pokoje z balkonem oraz miejscem postojowym!,67.8,620000,9145.0,3,wtorny,kamienica,1,3.0,gazowe,1937.0,do_zamieszkania,pelna_wlasnosc,60923062,0,1,0,0,0,1,0,54.4778365,18.522741600000003,1161.0,11396.0,2638.0,12364.0
589,590,726,Gdynia,D¹browa,,Piêkne mieszkanie Gdynia D¹browa Leœny Zak¹tek,51.7,467500,9043.0,3,wtorny,blok,2,3.0,miejskie,2004.0,do_zamieszkania,pelna_wlasnosc,60946488,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
590,591,727,Gdañsk,Wrzeszcz,Garnizon,Apartament na Garnizonie w Gdañsku Wrzeszczu,92.4,1279000,13842.0,4,pierwotny,apartamentowiec,1,4.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60528526,0,1,0,0,1,1,1,54.384411,18.5908759,458.0,4063.0,910.0,3230.0
591,592,728,Gdynia,Chwarzno-Wiczlino,,Wyj¹tkowy Apartament na Fort Forest w Gdyni,95.8,1147000,11973.0,4,wtorny,apartamentowiec,2,3.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60509937,1,0,0,0,1,1,1,,,1524.0,14737.0,1602.0,14053.0
592,593,729,Gdañsk,Œródmieœcie,Chmielna,Ekskluzywny Apartament na Wyspie Spichrzów,59.0,669000,11339.0,2,wtorny,,3,7.0,,2017.0,do_zamieszkania,,60946483,0,1,0,0,0,0,0,54.3457363,18.6558683,1038.0,9489.0,2651.0,9845.0
593,594,730,Gdañsk,Ujeœcisko-£ostowice,ul. Ostro³êcka,Mieszkanie 2-pokojowe,48.4,379000,7831.0,2,wtorny,,2,3.0,,,do_zamieszkania,,60911108,0,1,0,0,0,1,0,54.32967220000001,18.5864961,1488.0,12003.0,3684.0,14949.0
594,595,731,Sopot,Górny,Adama Mickiewicza,Trzypokojowe mieszkanie w Górnym Sopocie.,72.74,875000,12029.0,3,wtorny,,parter,2.0,,1932.0,do_zamieszkania,,60604027,0,0,1,0,0,1,0,54.439033200000004,18.5493005,651.0,5310.0,2058.0,6512.0
595,596,732,Sopot,Wyœcigi,W³adys³awa £okietka,"Luksusowy apartament w Sopocie, gotowa inwestycja.",51.8,990000,19112.0,2,wtorny,apartamentowiec,2,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60224851,0,0,0,0,1,0,1,54.43007309999999,18.5739192,461.0,4024.0,1654.0,4995.0
596,597,733,Gdynia,Chylonia,Chyloñska,"Mieszkanie 2-pokojowe, Gdynia Chylonia",45.1,309000,6851.0,2,wtorny,blok,3,4.0,miejskie,1966.0,,,60946475,0,0,0,0,0,1,0,54.54568760000001,18.4586621,1486.0,22197.0,2340.0,19573.0
597,598,734,Gdañsk,Jasieñ,Lawendowe Wzgórze,Jasieñ/ Mo¿liwoœæ Zrobienia Dwóch Pokoi,31.0,310000,10000.0,1,wtorny,blok,3,4.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60919295,0,1,0,0,1,1,1,54.3291907,18.5661478,1372.0,11221.0,4083.0,17954.0
598,599,735,Gdañsk,Jasieñ,Leszczynowa,Jasieñ/ 3 Pokoje/ Dwa Balkony,69.7,549000,7877.0,3,wtorny,blok,2,4.0,miejskie,2013.0,do_zamieszkania,pelna_wlasnosc,60906833,0,1,0,0,1,1,1,54.3354965,18.5591164,1321.0,10959.0,2525.0,10757.0
599,600,736,Gdañsk,Piecki-Migowo,prof. Zygmunta Czubiñskiego,Morena/ 3 Pokoje Z Ogródkiem/ Po Remoncie,74.0,620000,8378.0,3,wtorny,apartamentowiec,parter,4.0,miejskie,2003.0,do_zamieszkania,pelna_wlasnosc,60846797,0,0,1,0,1,0,1,54.3632792,18.599226,838.0,7377.0,2221.0,7802.0
600,601,737,Gdañsk,Wrzeszcz,Piotra Micha³owskiego,Mieszkanie - Gdañsk Strzy¿a,66.5,630000,9474.0,3,wtorny,,1,8.0,,1970.0,do_zamieszkania,pelna_wlasnosc,60946440,0,0,0,0,0,1,0,54.3862858,18.5727382,493.0,3230.0,1087.0,3011.0
601,602,738,Gdañsk,Wrzeszcz,Strzy¿a,Strzy¿a Lokalizacja blisko pkm po remoncie,63.7,539000,8462.0,3,wtorny,kamienica,parter,3.0,miejskie,1965.0,do_zamieszkania,pelna_wlasnosc,60946438,0,0,0,0,0,1,0,54.386546700000004,18.5836153,575.0,3734.0,694.0,2642.0
602,603,739,Gdynia,Witomino,,Gdynia Witomino - Radiostacja 2 Pokoje,42.5,369000,8682.0,2,wtorny,blok,parter,4.0,miejskie,1970.0,do_zamieszkania,spoldzielcze_wl._z_KW,60946436,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
603,604,740,Gdañsk,Ujeœcisko-£ostowice,£ostowice,3 Pokojowe Mieszkanie Na Osiedlu Habenda!,62.0,459000,7403.0,3,wtorny,blok,1,3.0,miejskie,2011.0,do_zamieszkania,pelna_wlasnosc,60818078,0,1,0,0,0,0,0,54.3124404,18.5955531,1641.0,13568.0,4068.0,16828.0
604,605,741,Gdañsk,Œródmieœcie,œw. Barbary,2 Apartamenty / Centrum Gdañska / 2 Ogrody,59.05,837000,14174.0,2,wtorny,apartamentowiec,parter,5.0,miejskie,2018.0,do_zamieszkania,pelna_wlasnosc,60564111,1,0,1,0,1,0,1,54.34794059999999,18.6638597,1262.0,10517.0,2857.0,9961.0
605,606,742,Gdañsk,Ujeœcisko-£ostowice,Kazimierza Porêbskiego,3 Pokoje/ Zakoniczyn/ Szybkie Wydanie,49.55,390000,7871.0,3,wtorny,blok,parter,4.0,miejskie,2004.0,do_zamieszkania,pelna_wlasnosc,60496634,0,0,0,0,0,0,0,54.319764899999996,18.5772264,1540.0,20416.0,3753.0,17163.0
606,607,745,Gdynia,Leszczynki,,Œwietnie zlokalizowane mieszkanie 3 pokojowe,53.0,370000,6981.0,3,wtorny,blok,5,10.0,miejskie,1980.0,do_zamieszkania,spoldzielcze_wl._z_KW,60791559,0,0,0,0,1,0,0,,,1524.0,14737.0,1602.0,14053.0
607,608,746,Gdynia,Witomino,2 Morskiego Pu³ku Strzelców,Atrakcyjne 3-pokojowe mieszkanie Witomino-leœ,49.1,360000,7332.0,3,wtorny,blok,2,3.0,miejskie,,do_zamieszkania,spoldzielcze_wlasnosciowe,60946364,0,1,0,0,0,1,0,54.49160819999999,18.5113055,1454.0,13636.0,2793.0,16328.0
608,609,748,Gdynia,Witomino,,Mieszkanie 4 pokojowe z potencja³em - Witomino,169.4,979000,5779.0,5,wtorny,blok,4,5.0,,1996.0,,pelna_wlasnosc,60946314,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
609,610,749,Gdañsk,Jasieñ,,"Komfortowe, 3-pok. mieszkanie, Osiedle Zielone",64.3,520000,8087.0,3,wtorny,blok,2,4.0,miejskie,2018.0,do_zamieszkania,pelna_wlasnosc,60946230,1,1,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
610,611,750,Gdañsk,Biskupia Górka,,Klimatyczne 3 Pokoje Gdañsk Œródmieœcie,68.3,449000,6574.0,3,wtorny,kamienica,3,4.0,elektryczne,1900.0,do_remontu,pelna_wlasnosc,60946267,0,0,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
611,612,751,Gdañsk,Zaspa,Dywizjonu 303,"Idealna inwestycja, 5 pokoi, blisko skm",68.0,535000,7868.0,5,wtorny,blok,parter,8.0,,1970.0,,pelna_wlasnosc,60946261,0,1,0,0,0,0,0,54.39076799999999,18.5999697,571.0,3807.0,1427.0,3858.0
