,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,ogrzewanie,rok_budowy,stan_wykonczenia,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude,czas_auto,dystans_auto,czas_zbiorowy,dystans_zbiorowy
90,91,126,Gdañsk,Wrzeszcz,Partyzantów,Quattro Towers 12 piêtro z widokiem na morze!,84.6,1100000,13002.0,3,wtorny,apartamentowiec,>_10,16.0,miejskie,2013.0,do_zamieszkania,pelna_wlasnosc,60832582,0,1,0,0,1,0,0,54.378782799999996,18.5982174,497.0,4119.0,1147.0,4172.0
91,92,127,Gdynia,Œródmieœcie,Arkadiusza Rybickiego,Apartament 2-pokojowy Yacht Park,52.0,1100000,21154.0,2,wtorny,apartamentowiec,1,4.0,miejskie,2019.0,do_wykonczenia,,60912492,0,1,0,0,1,0,0,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
92,93,128,Gdañsk,Jasieñ,¯yczliwa,3 pokoje z tarasem i widokiem na zieleñ i jezioro!,63.2,544000,8608.0,3,wtorny,,1,2.0,,2011.0,do_zamieszkania,pelna_wlasnosc,60916103,0,1,0,0,0,0,0,54.3457174,18.5304025,1209.0,13404.0,2322.0,9934.0
93,94,129,Gdañsk,Œródmieœcie,Szafarnia,Apartament 73m2 przy Mot³awie,73.0,1090000,14932.0,3,wtorny,apartamentowiec,4,5.0,miejskie,2010.0,do_zamieszkania,pelna_wlasnosc,59947343,0,0,0,0,1,0,1,54.34889079999999,18.660293799999998,1299.0,10655.0,2813.0,9904.0
94,95,130,Sopot,Górny,23 Marca,Inwestycyjnie 2 Luksusowe Apartamenty w Sopocie,90.0,1079000,11989.0,6,wtorny,apartamentowiec,2,4.0,miejskie,1999.0,do_zamieszkania,,57881864,0,0,0,0,0,1,0,54.4481331,18.5439891,702.0,6071.0,2466.0,9627.0
95,96,131,Gdañsk,Wrzeszcz,Joachima Lelewela,Trzypokojowy apartament z balkonem we Wrzeszczu,72.0,1054999,14653.0,3,wtorny,apartamentowiec,2,5.0,miejskie,2018.0,do_zamieszkania,,60775941,0,1,0,0,1,0,0,54.3836916,18.6111,668.0,4864.0,1608.0,5208.0
96,97,132,Gdynia,Œródmieœcie,Armii Krajowej,"Apartament w samym Sercu Gdyni, 4 pokoje",96.0,1000000,10417.0,4,wtorny,kamienica,4,5.0,miejskie,1940.0,do_zamieszkania,,60523157,0,0,0,0,1,0,0,54.51741790000001,18.5416703,1468.0,13556.0,2416.0,15096.0
97,98,133,Gdynia,Or³owo,Jod³owa,"Trzypokojowe ze s³onecznym tarasem, blisko morza.",73.0,949000,13000.0,3,wtorny,blok,parter,3.0,gazowe,1999.0,do_zamieszkania,pelna_wlasnosc,60561460,0,1,0,0,0,1,0,54.47707930000001,18.550884399999997,1038.0,8809.0,1926.0,9986.0
98,99,134,Gdynia,Ma³y Kack,Olgierda,Dwupoziomowy apartament 107m2 na Ma³ym Kacku,107.7,925000,8589.0,5,wtorny,apartamentowiec,1,2.0,gazowe,2008.0,do_zamieszkania,,60682106,0,1,0,0,0,0,0,54.477035,18.517781699999997,1250.0,11800.0,2911.0,12767.0
99,100,135,Gdynia,Or³owo,Adwokacka,S³oneczne 3 pokojowe mieszkanie w Or³owie,75.0,900000,12000.0,3,wtorny,apartamentowiec,1,2.0,miejskie,2008.0,do_zamieszkania,,60789213,0,1,0,0,0,1,0,54.4760007,18.538514199999998,1260.0,11371.0,2222.0,10424.0
100,101,136,Gdañsk,Zaspa,,"Mieszkanie trzypokojowe 48,2m na Zaspie",48.2,485000,10062.0,3,wtorny,blok,4,4.0,,1979.0,do_zamieszkania,spoldzielcze_wl._z_KW,60944142,0,1,0,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
101,102,137,Gdañsk,Przymorze,ul. Jagielloñska,"S³oneczne, 2-pokojowe mieszkanie, Gdañsk Przymorze",46.0,389000,8457.0,2,wtorny,blok,7,10.0,miejskie,1972.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60807255,0,1,0,0,1,1,0,54.413216799999994,18.5933639,475.0,3235.0,1296.0,4185.0
102,103,138,Gdañsk,Œródmieœcie,£agiewniki,Centrum Miasta / 3 Pokoje / Wysoki Standard,50.3,599000,11909.0,3,wtorny,kamienica,2,4.0,miejskie,1950.0,do_zamieszkania,pelna_wlasnosc,60694794,0,0,0,0,0,1,0,54.35753339999999,18.6508141,915.0,8023.0,2144.0,8595.0
103,104,139,Gdañsk,Piecki-Migowo,prof. Stefana Hausbrandta,Czteropokojowe mieszkanie na Morenie,77.27,899000,11635.0,4,wtorny,blok,5,7.0,miejskie,2017.0,do_zamieszkania,pelna_wlasnosc,60612005,0,1,0,0,1,0,0,54.3491085,18.5862261,1077.0,8564.0,2563.0,9061.0
104,105,141,Gdañsk,Œródmieœcie,Toruñska,"Dwa niezale¿ne apartamenty inwestycyjne, 14% Roi.",65.0,849000,13062.0,3,wtorny,apartamentowiec,1,6.0,miejskie,2014.0,do_zamieszkania,,60925008,0,0,0,0,1,0,0,54.3430495,18.6520375,1130.0,9567.0,2667.0,9759.0
105,106,142,Gdañsk,Œródmieœcie,Chlebnicka,Najlepszy Adres na Gdañskim Starym Mieœcie.,61.1,825000,13502.0,4,wtorny,kamienica,3,4.0,miejskie,1960.0,do_zamieszkania,pelna_wlasnosc,60773982,0,0,0,0,0,1,0,54.34884899999999,18.6547905,1209.0,9320.0,2432.0,9390.0
106,107,143,Gdañsk,Przymorze,Jagielloñska,"2 pokoje na Przymorzu, blisko parku i morza !",46.0,379000,8239.0,2,wtorny,blok,2,10.0,,1975.0,do_remontu,,60957766,0,0,0,0,1,0,0,54.413216799999994,18.5933639,475.0,3235.0,1296.0,4185.0
107,108,144,Gdañsk,Piecki-Migowo,Morena,Inwestycja 82 m2 podzielone na dwa mieszkania,81.09,799900,9864.0,4,wtorny,blok,parter,5.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60923905,0,1,1,0,1,0,0,54.352628,18.592815100000006,898.0,7907.0,2129.0,8448.0
108,109,145,Gdynia,Œródmieœcie,Œl¹ska,4 pokoje inwestycja w centrum Gdyni,79.52,799000,10048.0,4,wtorny,kamienica,parter,4.0,miejskie,1929.0,do_zamieszkania,pelna_wlasnosc,60722614,0,1,0,0,0,0,0,54.5143113,18.5327742,1291.0,13455.0,2544.0,14000.0
109,110,146,Gdañsk,Wrzeszcz,,"Dla rodziny lub inwestycyjne, 2 mieszkania w 1",110.33,799000,7242.0,5,wtorny,kamienica,2,3.0,miejskie,1920.0,do_zamieszkania,,60540019,0,0,0,0,0,1,0,,,884.0,8304.0,1362.0,9195.0
110,111,147,Gdañsk,BrzeŸno,gen. Józefa Hallera,Atal Baltica Towers Gdañsk BrzeŸno Apartament,74.0,750000,10135.0,3,wtorny,apartamentowiec,1,15.0,miejskie,2019.0,do_wykonczenia,,60674329,0,1,1,0,1,0,0,54.392075399999996,18.6225242,811.0,6020.0,1750.0,7942.0
111,112,148,Gdañsk,Orunia-Œw. Wojciech-Lipce,Zwi¹zkowa,10minut do starówki/2 pokoje/ Inwestycyjne,38.0,277000,7289.0,2,wtorny,blok,2,4.0,,1979.0,do_zamieszkania,,60957730,0,0,0,0,1,0,0,54.3224879,18.6357754,1458.0,12347.0,1901.0,12997.0
112,113,149,Gdañsk,BrzeŸno,gen. Józefa Hallera,Trzypokojowy apartament z widokiem na Morze,56.0,719000,12839.0,3,wtorny,blok,9,12.0,miejskie,2019.0,do_wykonczenia,pelna_wlasnosc,60894190,0,1,0,0,1,0,0,54.392075399999996,18.6225242,811.0,6020.0,1750.0,7942.0
113,114,151,Gdynia,D¹browa,Sojowa,2 pokoje/ Gdynia D¹browa,42.34,278000,6566.0,2,wtorny,blok,1,3.0,,1994.0,do_zamieszkania,,60957720,0,0,0,0,1,0,0,54.47085420000001,18.4696724,1430.0,13809.0,2837.0,17852.0
114,115,152,Gdañsk,Wrzeszcz,Karola Szymanowskiego,"Klimatyczne 2 pokoje w Garnizonie, Gdañsk Wrzeszcz",40.97,668000,16305.0,2,pierwotny,apartamentowiec,5,5.0,miejskie,2019.0,do_zamieszkania,,60814798,0,1,0,0,1,0,0,54.38447069999999,18.5893948,468.0,4130.0,957.0,3298.0
115,116,153,Gdañsk,Wrzeszcz,Bogus³awa Leœmiana,Dwupokojowe mieszkanie z balkonem na Garnizonie,40.48,659000,16280.0,2,wtorny,apartamentowiec,5,6.0,miejskie,2020.0,do_zamieszkania,,60732651,0,1,0,0,1,0,0,54.3817684,18.5886611,605.0,4844.0,1093.0,3186.0
116,117,154,Gdynia,Ma³y Kack,P³ocka,Trzypokojowe mieszkanie Gdynia Ma³y Kack,63.32,619986,9791.0,3,wtorny,apartamentowiec,1,3.0,inne,2021.0,do_wykonczenia,,60716137,0,1,0,0,1,1,0,54.483417700000004,18.5237223,1228.0,11286.0,3056.0,12427.0
117,118,155,Gdañsk,Œródmieœcie,D³ugi Targ,Apartament D³ugi Targ Gdañsk Stare Miasto D³uga,54.0,619000,11463.0,2,wtorny,kamienica,4,6.0,,1930.0,do_remontu,,60616084,0,0,0,0,1,0,0,54.348326899999996,18.6540422,1233.0,9368.0,2362.0,9298.0
118,119,156,Gdynia,Wielki Kack,Maszopów,Wielki Kack 4 pokoje cicha okolica,88.0,595000,6761.0,4,wtorny,dom_wolnostojacy,2,2.0,inne,2002.0,do_zamieszkania,pelna_wlasnosc,60812632,1,1,1,0,0,1,0,54.4630289,18.495312300000002,1195.0,11590.0,3652.0,15545.0
119,120,157,Gdynia,Chwarzno-Wiczlino,gen. Mariusza Zaruskiego,Klimatyczny loft w cichej i spokojnej lokalizacji,55.0,550000,10000.0,2,wtorny,blok,3,3.0,miejskie,2017.0,do_zamieszkania,,60571302,0,1,0,0,1,0,0,54.492751,18.436126100000006,1409.0,18615.0,3664.0,21343.0
120,121,159,Sopot,Kamienny Potok,Jacka Malczewskiego,Apartament 33m2 w Sopocie przy lesie,32.56,463565,14237.0,2,wtorny,apartamentowiec,2,3.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60693246,1,1,0,0,1,0,0,54.45368089999999,18.53979,716.0,6709.0,2394.0,8381.0
121,122,160,Gdañsk,Œródmieœcie,G³êboka,Blisko starówki 50 m2,51.6,449999,8721.0,2,wtorny,blok,2,9.0,miejskie,1968.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60790917,0,0,0,0,1,1,0,54.3510593,18.673965600000002,1211.0,11253.0,3169.0,11590.0
122,123,161,Gdañsk,¯abianka,Pomorska,32 mkw na ¯abiance !!,32.0,349000,10906.0,1,wtorny,,3,10.0,,,,spoldzielcze_wl._z_KW,60957680,0,0,0,0,1,0,0,54.41910069999999,18.5811652,410.0,2749.0,948.0,3169.0
124,125,163,Gdañsk,Osowa,ul. Kozioro¿ca,Mieszkanie Dwópoziomowe 160 m2 Gdañsk Osowa,160.0,870000,5438.0,4,wtorny,blok,2,3.0,kotlownia,2003.0,do_zamieszkania,pelna_wlasnosc,60667221,1,1,0,0,0,1,0,54.42148479999999,18.4709243,1034.0,9842.0,2290.0,11621.0
125,126,164,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,4 Pokoje/ Morena/ Balkon/ Nowe Budownictwo,77.3,740000,9573.0,4,wtorny,blok,1,3.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60879545,0,1,0,0,1,0,0,54.3482853,18.5630968,1246.0,9680.0,2160.0,8941.0
126,127,165,Gdañsk,Wrzeszcz,ul. Jaœkowa Dolina,Mieszkanie 15A - Apartamenty Jaœkowa Dolina 73,32.93,447848,13600.0,2,pierwotny,apartamentowiec,2,4.0,,2020.0,do_wykonczenia,pelna_wlasnosc,58637076,1,1,0,0,1,0,0,54.36856329999999,18.5951087,653.0,5645.0,1854.0,6511.0
127,128,166,Gdañsk,Œródmieœcie,RzeŸnicka,"Blisko Starego Miasta, Gotowe do wynajmu.",36.0,425000,11806.0,2,wtorny,blok,3,4.0,miejskie,1963.0,do_zamieszkania,pelna_wlasnosc,60790911,0,1,0,0,0,1,0,54.3448608,18.647575399999997,1042.0,9211.0,2460.0,9480.0
128,129,167,Sopot,Kamienny Potok,Jacka Malczewskiego,Apartament 30m2 w Sopocie przy lesie,30.55,391655,12820.0,1,wtorny,apartamentowiec,2,3.0,gazowe,2020.0,do_wykonczenia,pelna_wlasnosc,60693254,1,1,0,0,1,0,0,54.45368089999999,18.53979,716.0,6709.0,2394.0,8381.0
129,130,168,Gdynia,Chylonia,Owsiana,Mieszkanie w Gdyni na sprzeda¿,53.1,325000,6121.0,3,wtorny,blok,10,10.0,miejskie,1976.0,do_zamieszkania,,60426594,0,1,0,0,1,1,0,54.5463215,18.4412667,1449.0,22306.0,3653.0,21709.0
130,131,169,Gdañsk,Jasieñ,Goska,"Nowa Ni¿sza Cena, Wysoki standard 3 pokoje Jasieñ",68.5,675000,9854.0,3,wtorny,,5,5.0,,2012.0,do_zamieszkania,,60957640,1,0,0,0,1,0,0,54.3391321,18.5675615,1260.0,10181.0,3858.0,16407.0
131,132,170,Gdynia,Chylonia,,Gdynia Chylonia mieszkanie sprzedam,43.6,280000,6422.0,2,wtorny,blok,4,4.0,miejskie,1969.0,do_remontu,spoldzielcze_wl._z_KW,60809590,0,1,0,0,0,1,0,,,1524.0,14737.0,1602.0,14053.0
132,133,171,Gdañsk,Zaspa,Pilotów,Zaspa/ 8 Piêtro/ Piêkny widok/3 min do Skm,42.4,420000,9906.0,2,wtorny,,8,10.0,miejskie,1974.0,do_remontu,spoldzielcze_wlasnosciowe,60920905,0,0,0,0,1,1,1,54.393837,18.5919647,635.0,3640.0,1476.0,3950.0
133,134,172,Gdynia,Pogórze,ul. ¯elazna,Nowe Mieszkanie z Niesamowitym Widokiem Gdynia,64.81,510000,7869.0,3,wtorny,blok,7,8.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,59979967,1,1,0,0,1,0,1,54.5580168,18.483833800000006,1719.0,25439.0,3259.0,20788.0
134,135,173,Gdañsk,Piecki-Migowo,Piecewska,Nowa Ni¿sza Cena 2 pokoje Morena,45.0,390000,8667.0,2,wtorny,blok,5,10.0,,1980.0,,,60957484,0,0,0,0,0,0,0,54.3588544,18.5863534,914.0,7590.0,1995.0,7744.0
135,136,174,Gdañsk,Jasieñ,Lawendowe Wzgórze,Mieszkanie - Gdañsk Jasieñ,42.0,395000,9405.0,2,wtorny,apartamentowiec,parter,5.0,miejskie,2014.0,do_zamieszkania,pelna_wlasnosc,60957450,1,0,1,0,1,0,1,54.3291907,18.5661478,1372.0,11221.0,4083.0,17954.0
136,137,179,Gdynia,D¹browa,Sojowa,"Gdynia D¹browa, ul. Sojowa",64.0,489000,7641.0,3,wtorny,blok,1,3.0,,,do_zamieszkania,spoldzielcze_wlasnosciowe,60957371,0,0,0,0,1,0,0,54.47085420000001,18.4696724,1430.0,13809.0,2837.0,17852.0
137,138,180,Gdynia,Witomino,Widna,Witomino - 2-pokoje,38.0,304000,8000.0,2,wtorny,blok,4,4.0,,1964.0,do_remontu,pelna_wlasnosc,60957275,0,0,0,0,1,0,0,54.500017099999994,18.5089198,1386.0,13077.0,2726.0,15447.0
138,139,181,Gdynia,Pogórze,¯elazna,Pogórze - nowoczesne mieszkanie 3-pok. + gara¿,64.81,530000,8178.0,3,wtorny,blok,7,8.0,,2019.0,do_zamieszkania,pelna_wlasnosc,60957188,1,0,0,0,1,0,1,54.5580168,18.483833800000006,1719.0,25439.0,3259.0,20788.0
139,140,182,Gdynia,Cisowa,ul. Chyloñska,Kameralne mieszkanie w Gdyni 74 m3,74.0,458000,6189.0,3,wtorny,blok,3,4.0,miejskie,1988.0,do_zamieszkania,spoldzielcze_wl._z_KW,60695985,0,1,0,0,0,1,0,54.54568760000001,18.4586621,1486.0,22197.0,2340.0,19573.0
140,141,183,Gdynia,Ma³y Kack,Olgierda,Dwupoziomowe mieszkanie w stanie deweloperskim,121.0,855000,7066.0,5,wtorny,apartamentowiec,1,2.0,,2019.0,do_wykonczenia,pelna_wlasnosc,60957139,1,0,0,0,1,0,0,54.477035,18.517781699999997,1250.0,11800.0,2911.0,12767.0
141,142,184,Gdynia,Chylonia,Lubawska,Mieszkanie dwupokojowe ! Idealna inwestycja !!,36.9,299000,8103.0,2,wtorny,blok,3,4.0,,1970.0,do_zamieszkania,spoldzielcze_wl._z_KW,60957136,0,0,0,0,0,0,0,54.5379993,18.4774078,1627.0,23324.0,3008.0,19341.0
142,143,185,Sopot,Centrum,Tadeusza Koœciuszki,Apartament 2 w 1 centrum Sopotu Inwestycja,91.51,1350000,14752.0,3,wtorny,kamienica,1,1.0,gazowe,,do_zamieszkania,pelna_wlasnosc,60804212,0,0,0,0,0,1,0,54.4388818,18.5642283,535.0,4452.0,1362.0,5544.0
143,144,186,Gdañsk,Œródmieœcie,œw. Barbary,Dla Inwestora!!! - 2 Apartamenty- 68m2,68.0,699000,10279.0,3,wtorny,blok,parter,6.0,,2019.0,do_wykonczenia,pelna_wlasnosc,60957112,0,0,0,0,1,0,1,54.34794059999999,18.6638597,1262.0,10517.0,2857.0,9961.0
144,145,187,Gdañsk,Œródmieœcie,Chmielna,Mieszkanie Wyspa Spichrzów widok Nowa Cena,59.2,1339000,22618.0,2,wtorny,apartamentowiec,5,6.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60710517,0,0,0,0,1,0,1,54.3457363,18.6558683,1038.0,9489.0,2651.0,9845.0
145,146,188,Sopot,Górny,Niepodleg³oœci,"Sopot, Al. Niepodleg³oœci ! 3 pokoje !",53.0,478000,9019.0,3,wtorny,blok,parter,2.0,,,do_remontu,,60957048,1,0,0,0,0,0,0,54.4431348,18.5597123,527.0,4735.0,1653.0,5919.0
146,147,189,Gdynia,Grabówek,gen. Orlicz-Dreszera,"Gotowe do zamieszkania, Gdynia-Grabówek, 63 m2",63.0,417000,6619.0,3,wtorny,blok,3,4.0,,1992.0,do_zamieszkania,,60956999,0,0,0,0,1,0,0,54.53111020000001,18.491615799999998,1547.0,22127.0,3364.0,18695.0
147,148,190,Gdañsk,Ujeœcisko-£ostowice,ul. Ciechanowska,S³oneczne mieszkanie na parterze z ogródkiem,81.4,649000,7973.0,4,wtorny,blok,parter,2.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60683619,0,0,1,0,0,1,1,54.327211,18.5978746,1464.0,11600.0,3187.0,14254.0
148,149,191,Gdañsk,Przymorze,ul. Lêborska,3 pokojowy apartament z pieknym ogrodem,69.0,843000,12217.0,3,wtorny,blok,parter,5.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60755687,1,0,1,0,1,0,1,54.4048868,18.580096100000002,286.0,1583.0,1050.0,1378.0
149,150,192,Gdynia,Chylonia,ul. Chyloñska,Nowe mieszkanie GOTOWE DO ODBIORU,65.0,454580,6994.0,3,pierwotny,blok,5,7.0,miejskie,2020.0,do_wykonczenia,,60139964,1,1,0,0,1,0,0,54.54568760000001,18.4586621,1486.0,22197.0,2340.0,19573.0
150,151,193,Gdynia,Dzia³ki Leœne,Pomorska,Dwupoziomowe 195M2 +Dzia³ka // Blisko Centrum,195.0,682000,3497.0,6,wtorny,dom_wolnostojacy,1,2.0,,1986.0,do_wykonczenia,,60956985,1,0,0,0,0,0,0,54.51443760000001,18.5305642,1349.0,13666.0,2359.0,15084.0
151,152,194,Gdañsk,Œródmieœcie,,Apartament 2-pokoje 43m2 przy Marinie,43.0,639000,14860.0,2,wtorny,apartamentowiec,parter,5.0,miejskie,2019.0,do_zamieszkania,pelna_wlasnosc,60956937,0,0,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
152,153,196,Gdañsk,Osowa,,2 pokojowe mieszkanie w super lokalizacji Gdañska,41.0,391000,9537.0,2,wtorny,blok,2,3.0,miejskie,2015.0,do_zamieszkania,pelna_wlasnosc,60956923,0,1,0,0,1,0,0,,,884.0,8304.0,1362.0,9195.0
153,154,197,Gdañsk,Jasieñ,,Atrakcyjne trzypokojowe mieszkanie z ogródkiem,72.33,520000,7189.0,3,wtorny,blok,parter,2.0,miejskie,2012.0,do_zamieszkania,pelna_wlasnosc,60956919,1,0,1,0,0,0,0,,,884.0,8304.0,1362.0,9195.0
154,155,198,Gdañsk,Œródmieœcie,Stare Miasto,"Centrum, nowoczesne 2 pokoje",38.0,640000,16842.0,2,wtorny,apartamentowiec,3,4.0,miejskie,2018.0,do_zamieszkania,pelna_wlasnosc,60956912,0,1,0,0,0,0,0,54.351817000000004,18.6508135,986.0,8407.0,2235.0,9114.0
155,156,199,Gdañsk,Jasieñ,,"Mieszkanie 2-Pokoje 31,31m2 Lawendowe Wzgórze",31.0,320000,10323.0,2,wtorny,blok,parter,4.0,miejskie,2017.0,do_zamieszkania,pelna_wlasnosc,60956903,0,0,0,0,1,1,0,,,884.0,8304.0,1362.0,9195.0
156,157,200,Gdañsk,Przymorze,Rzeczypospolitej,Idealne pod inwestycjê 38 mkw Przymorze !!,38.0,338000,8895.0,2,wtorny,blok,2,10.0,,,do_remontu,spoldzielcze_wl._z_KW,60956891,0,0,0,0,1,0,0,54.395997200000004,18.5995137,433.0,3047.0,1653.0,6107.0
158,159,202,Gdynia,Cisowa,Chyloñska,3 pokojowe mieszkanie- idealna lokalizacja!,61.0,355000,5820.0,3,wtorny,,3,4.0,,,do_remontu,pelna_wlasnosc,60734913,0,1,0,0,0,1,0,54.54568760000001,18.4586621,1486.0,22197.0,2340.0,19573.0
159,160,203,Gdynia,Red³owo,Kostki Napierskiego,Trzypokojowy apartament do w³asnej aran¿acji,55.61,668000,12012.0,3,wtorny,apartamentowiec,1,3.0,gazowe,2019.0,do_wykonczenia,pelna_wlasnosc,60944914,0,1,0,0,1,0,0,54.488862399999995,18.5453663,1143.0,10412.0,2397.0,12167.0
160,161,204,Gdañsk,Wrzeszcz,Jana Kiliñskiego,Wrzeszcz-mieszkanie po generalnym remoncie,43.0,459000,10674.0,2,wtorny,kamienica,1,2.0,,1956.0,do_zamieszkania,pelna_wlasnosc,60956820,0,0,0,0,1,0,1,54.3839552,18.606986300000006,569.0,4303.0,1420.0,4712.0
161,162,205,Gdañsk,Przymorze,Jagielloñska,Blisko pla¿y gotowe do wprowadzenia niskie op³aty,38.0,399000,10500.0,2,wtorny,,4,4.0,,1970.0,do_zamieszkania,,60956777,0,0,0,0,0,1,0,54.413216799999994,18.5933639,475.0,3235.0,1296.0,4185.0
162,163,206,Gdañsk,Wrzeszcz,ul. Kliniczna,NOWE mieszkanie (Kawalerka) Gdañsk Wrzeszcz,25.95,249000,9595.0,1,wtorny,apartamentowiec,parter,5.0,miejskie,2020.0,do_wykonczenia,pelna_wlasnosc,60956720,0,1,1,0,1,0,0,54.375184899999994,18.6253573,712.0,6055.0,1681.0,6254.0
164,165,208,Gdañsk,Ujeœcisko-£ostowice,ul. Niepo³omicka,"Gdañsk, Nowe mieszkanie 61 m2 z 2 balkonami",61.0,400000,6557.0,3,wtorny,blok,2,4.0,miejskie,2021.0,do_wykonczenia,pelna_wlasnosc,60779551,0,1,0,0,1,1,0,54.3099545,18.5990052,1671.0,13920.0,4321.0,17113.0
165,166,209,Gdañsk,Osowa,Hery 8,Dwupoziomowe mieszkanie jak dom Gdañsk Osowa 140m2,140.0,1120000,8000.0,4,wtorny,blok,3,3.0,gazowe,2010.0,do_zamieszkania,pelna_wlasnosc,60933080,1,1,1,0,1,1,1,54.420122,18.4774919,988.0,9520.0,2072.0,10802.0
166,167,210,Gdynia,Wielki Kack,,Odœwie¿one mieszkanie w Gdyni Wielkim Kacku,77.35,649900,8402.0,3,wtorny,blok,2,3.0,miejskie,2010.0,do_zamieszkania,pelna_wlasnosc,60956624,0,1,0,0,0,0,0,,,1524.0,14737.0,1602.0,14053.0
167,168,211,Gdañsk,Che³m,ul. Kazimierza Wielkiego,Ciche 4 pokojowe mieszkanie z gara¿em podziemnym!,79.9,610436,7640.0,4,wtorny,blok,2,3.0,miejskie,2011.0,do_zamieszkania,pelna_wlasnosc,60854661,0,1,0,0,0,1,1,54.29940970000001,18.609141,1679.0,15665.0,5001.0,20733.0
168,169,212,Gdañsk,Jasieñ,Kazimierza Leskiego,"3 pokoje, Jasieñ, nowe budownictwo",47.0,395000,8404.0,3,wtorny,,2,3.0,,2016.0,do_zamieszkania,pelna_wlasnosc,60956548,0,1,0,0,0,0,0,54.323869099999996,18.5586635,1399.0,17165.0,3081.0,12683.0
169,170,213,Gdañsk,Jasieñ,Morelowa,2-pokojowe mieszkanie z ogrodem 95m2 na Jasieniu,43.7,415000,9497.0,2,wtorny,blok,parter,3.0,miejskie,2012.0,,pelna_wlasnosc,60956500,1,0,1,0,1,1,1,54.33072019999999,18.5595082,1456.0,11622.0,2684.0,10920.0
170,171,214,Gdañsk,Piecki-Migowo,ul. Królewskie Wzgórze,Mieszkanie 3 pokojowe na Morenie,64.88,589000,9078.0,3,wtorny,blok,1,3.0,miejskie,2012.0,do_zamieszkania,spoldzielcze_wl._z_KW,60838843,1,1,0,0,0,1,1,54.34984350000001,18.5694261,1169.0,8937.0,2277.0,9760.0
171,172,216,Gdañsk,Przeróbka,Teofila Lenartowicza,5 Min Do Starówki/ 3 Pokoje/ Przeróbka,53.12,379000,7135.0,2,wtorny,kamienica,1,2.0,miejskie,,do_zamieszkania,pelna_wlasnosc,60956481,0,1,0,0,0,1,0,54.3583838,18.687624,1158.0,12163.0,3223.0,12641.0
172,173,217,Sopot,Kamienny Potok,al. Niepodleg³oœci,"Mieszkanie, Sopot al. Niepodleg³oœci",27.0,360000,13333.0,1,wtorny,kamienica,parter,2.0,elektryczne,1918.0,do_zamieszkania,pelna_wlasnosc,60917367,1,0,0,0,0,1,0,54.4431348,18.5597123,527.0,4735.0,1653.0,5919.0
173,174,218,Gdynia,Œródmieœcie,Arkadiusza Rybickiego,Luksusowy Apartament w Centrum Gdyni z Marin¹,53.68,1150000,21423.0,2,wtorny,,1,5.0,,2020.0,,pelna_wlasnosc,60598083,0,0,0,0,0,0,0,54.52259309999999,18.5532205,1802.0,15039.0,2872.0,16174.0
174,175,219,Gdynia,Wielki Kack,Starodworcowa,"Eleganckie, trzypokojowe, doskonale skomunikowane",77.35,649900,8402.0,3,wtorny,,2,3.0,,2010.0,do_zamieszkania,pelna_wlasnosc,60649489,0,1,0,0,0,0,0,54.46662749999999,18.497633999999998,1109.0,11126.0,3315.0,15081.0
175,176,220,Sopot,Kamienny Potok,,Sopot Kamienny Potok 3 pokoje Widok na Las,61.5,549000,8927.0,3,wtorny,blok,1,2.0,miejskie,1970.0,do_zamieszkania,spoldzielcze_wlasnosciowe,60956418,0,1,0,0,0,1,0,,,504.0,4558.0,1197.0,5316.0
176,177,221,Sopot,Przylesie,,2 Pokojowe mieszkanie w otulinie Sopockich lasów,37.0,349000,9432.0,2,wtorny,blok,1,10.0,miejskie,1970.0,do_remontu,spoldzielcze_wlasnosciowe,60956416,0,1,0,0,1,1,0,,,504.0,4558.0,1197.0,5316.0
177,178,222,Gdañsk,Przymorze,Ko³obrzeska,2 oddzielne pokoje z balkonem Przymorze,43.0,379000,8814.0,2,wtorny,blok,3,4.0,miejskie,1970.0,do_remontu,pelna_wlasnosc,60956403,0,1,0,0,0,1,0,54.40399310000001,18.5903758,308.0,1890.0,934.0,1710.0
178,179,223,Gdañsk,Zaspa,Startowa,"Gdañsk Zaspa, 3 pokoje, s³oneczne",61.6,598000,9708.0,3,wtorny,blok,6,10.0,miejskie,1980.0,do_zamieszkania,,60956304,0,1,0,0,1,1,0,54.3958095,18.5947797,560.0,3081.0,1735.0,6269.0
