,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,material_budynku,okna,ogrzewanie,rok_budowy,stan_wykonczenia,czynsz,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude
85,86,121,Gdynia,Ma³y Kack,Mi³a,Ma³y Kack 3 pokoje 95m2 z tarasem i hal¹ gara¿ow¹,95.0,1200000,12632.0,3,wtorny,dom_wolnostojacy,1,2.0,cegla,,gazowe,2001.0,do_zamieszkania,700.0,,60920238,1,0,0,0,0,0,1,54.4730806,18.5175893
86,87,122,Gdañsk,BrzeŸno,Nadmorski Dwór,Wakacyjny Apartament w wysokim standardzie,65.3,1174000,17979.0,2,wtorny,apartamentowiec,parter,3.0,inne,,miejskie,2015.0,do_zamieszkania,550.0,pelna_wlasnosc,58701612,1,0,1,0,1,0,1,54.4061525,18.6220582
87,88,123,Sopot,Dolny,W³adys³awa £okietka,"2 apartamenty inwestycyjne, Sopocka Rezydencja",80.0,1150000,14375.0,4,wtorny,apartamentowiec,parter,3.0,cegla,,miejskie,2012.0,do_zamieszkania,500.0,,59564041,0,0,1,0,1,0,0,54.43007309999999,18.5739192
88,89,124,Sopot,,,"4 pok. 2x balkon, blisko Monte Casino",107.0,1150000,10748.0,4,wtorny,kamienica,3,4.0,cegla,,miejskie,1976.0,do_zamieszkania,450.0,,57287756,0,1,0,0,0,0,0,,
89,90,125,Gdañsk,Wrzeszcz,Jaœkowa Dolina,Apartament w inwestycji Apartamenty Jaœkowa Dolina,74.8,1150000,15374.0,3,wtorny,apartamentowiec,4,4.0,pustak,,gazowe,2017.0,do_zamieszkania,700.0,pelna_wlasnosc,60283039,1,1,0,0,1,0,1,54.3685633,18.5951087
90,91,126,Gdañsk,Wrzeszcz,Partyzantów,Quattro Towers 12 piêtro z widokiem na morze!,84.6,1100000,13002.0,3,wtorny,apartamentowiec,>_10,16.0,cegla,,miejskie,2013.0,do_zamieszkania,650.0,pelna_wlasnosc,60832582,0,1,0,0,1,0,0,54.3787828,18.5982174
91,92,127,Gdynia,Œródmieœcie,Arkadiusza Rybickiego,Apartament 2-pokojowy Yacht Park,52.0,1100000,21154.0,2,wtorny,apartamentowiec,1,4.0,cegla,,miejskie,2019.0,do_wykonczenia,600.0,,60912492,0,1,0,0,1,0,0,54.52259309999999,18.5532205
92,93,128,Gdañsk,Jasieñ,¯yczliwa,3 pokoje z tarasem i widokiem na zieleñ i jezioro!,63.2,544000,8608.0,3,wtorny,,1,2.0,,,,2011.0,do_zamieszkania,,pelna_wlasnosc,60916103,0,1,0,0,0,0,0,54.3457174,18.5304025
93,94,129,Gdañsk,Œródmieœcie,Szafarnia,Apartament 73m2 przy Mot³awie,73.0,1090000,14932.0,3,wtorny,apartamentowiec,4,5.0,inne,,miejskie,2010.0,do_zamieszkania,1100.0,pelna_wlasnosc,59947343,0,0,0,0,1,0,1,54.3488908,18.6602938
94,95,130,Sopot,Górny,23 Marca,Inwestycyjnie 2 Luksusowe Apartamenty w Sopocie,90.0,1079000,11989.0,6,wtorny,apartamentowiec,2,4.0,cegla,,miejskie,1999.0,do_zamieszkania,,,57881864,0,0,0,0,0,1,0,54.4481331,18.5439891
95,96,131,Gdañsk,Wrzeszcz,Joachima Lelewela,Trzypokojowy apartament z balkonem we Wrzeszczu,72.0,1054999,14653.0,3,wtorny,apartamentowiec,2,5.0,inne,,miejskie,2018.0,do_zamieszkania,600.0,,60775941,0,1,0,0,1,0,0,54.3836916,18.6111
96,97,132,Gdynia,Œródmieœcie,Armii Krajowej,"Apartament w samym Sercu Gdyni, 4 pokoje",96.0,1000000,10417.0,4,wtorny,kamienica,4,5.0,cegla,,miejskie,1940.0,do_zamieszkania,,,60523157,0,0,0,0,1,0,0,54.51741790000001,18.5416703
97,98,133,Gdynia,Or³owo,Jod³owa,"Trzypokojowe ze s³onecznym tarasem, blisko morza.",73.0,949000,13000.0,3,wtorny,blok,parter,3.0,cegla,,gazowe,1999.0,do_zamieszkania,,pelna_wlasnosc,60561460,0,1,0,0,0,1,0,54.47707930000001,18.5508844
98,99,134,Gdynia,Ma³y Kack,Olgierda,Dwupoziomowy apartament 107m2 na Ma³ym Kacku,107.7,925000,8589.0,5,wtorny,apartamentowiec,1,2.0,cegla,,gazowe,2008.0,do_zamieszkania,400.0,,60682106,0,1,0,0,0,0,0,54.477035,18.5177817
99,100,135,Gdynia,Or³owo,Adwokacka,S³oneczne 3 pokojowe mieszkanie w Or³owie,75.0,900000,12000.0,3,wtorny,apartamentowiec,1,2.0,cegla,,miejskie,2008.0,do_zamieszkania,500.0,,60789213,0,1,0,0,0,1,0,54.4760007,18.5385142
100,101,136,Gdañsk,Zaspa,,"Mieszkanie trzypokojowe 48,2m na Zaspie",48.2,485000,10062.0,3,wtorny,blok,4,4.0,,plastikowe,,1979.0,do_zamieszkania,470.0,spoldzielcze_wl._z_KW,60944142,0,1,0,0,0,0,0,,
101,102,137,Gdañsk,Przymorze,ul. Jagielloñska,"S³oneczne, 2-pokojowe mieszkanie, Gdañsk Przymorze",46.0,389000,8457.0,2,wtorny,blok,7,10.0,,plastikowe,miejskie,1972.0,do_zamieszkania,500.0,spoldzielcze_wlasnosciowe,60807255,0,1,0,0,1,1,0,54.4132168,18.5933639
102,103,138,Gdañsk,Œródmieœcie,£agiewniki,Centrum Miasta / 3 Pokoje / Wysoki Standard,50.3,599000,11909.0,3,wtorny,kamienica,2,4.0,cegla,,miejskie,1950.0,do_zamieszkania,450.0,pelna_wlasnosc,60694794,0,0,0,0,0,1,0,54.35753339999999,18.6508141
103,104,139,Gdañsk,Piecki-Migowo,prof. Stefana Hausbrandta,Czteropokojowe mieszkanie na Morenie,77.27,899000,11635.0,4,wtorny,blok,5,7.0,inne,,miejskie,2017.0,do_zamieszkania,800.0,pelna_wlasnosc,60612005,0,1,0,0,1,0,0,54.3491085,18.5862261
104,105,141,Gdañsk,Œródmieœcie,Toruñska,"Dwa niezale¿ne apartamenty inwestycyjne, 14% Roi.",65.0,849000,13062.0,3,wtorny,apartamentowiec,1,6.0,cegla,,miejskie,2014.0,do_zamieszkania,500.0,,60925008,0,0,0,0,1,0,0,54.3430495,18.6520375
105,106,142,Gdañsk,Œródmieœcie,Chlebnicka,Najlepszy Adres na Gdañskim Starym Mieœcie.,61.1,825000,13502.0,4,wtorny,kamienica,3,4.0,cegla,,miejskie,1960.0,do_zamieszkania,560.0,pelna_wlasnosc,60773982,0,0,0,0,0,1,0,54.34884899999999,18.6547905
106,107,143,Gdañsk,Przymorze,Jagielloñska,"2 pokoje na Przymorzu, blisko parku i morza !",46.0,379000,8239.0,2,wtorny,blok,2,10.0,,,,1975.0,do_remontu,,,60957766,0,0,0,0,1,0,0,54.4132168,18.5933639
107,108,144,Gdañsk,Piecki-Migowo,Morena,Inwestycja 82 m2 podzielone na dwa mieszkania,81.09,799900,9864.0,4,wtorny,blok,parter,5.0,inne,,miejskie,2019.0,do_zamieszkania,580.0,pelna_wlasnosc,60923905,0,1,1,0,1,0,0,54.352628,18.5928151
108,109,145,Gdynia,Œródmieœcie,Œl¹ska,4 pokoje inwestycja w centrum Gdyni,79.52,799000,10048.0,4,wtorny,kamienica,parter,4.0,cegla,,miejskie,1929.0,do_zamieszkania,,pelna_wlasnosc,60722614,0,1,0,0,0,0,0,54.5143113,18.5327742
109,110,146,Gdañsk,Wrzeszcz,,"Dla rodziny lub inwestycyjne, 2 mieszkania w 1",110.33,799000,7242.0,5,wtorny,kamienica,2,3.0,cegla,,miejskie,1920.0,do_zamieszkania,1000.0,,60540019,0,0,0,0,0,1,0,,
110,111,147,Gdañsk,BrzeŸno,gen. Józefa Hallera,Atal Baltica Towers Gdañsk BrzeŸno Apartament,74.0,750000,10135.0,3,wtorny,apartamentowiec,1,15.0,cegla,,miejskie,2019.0,do_wykonczenia,,,60674329,0,1,1,0,1,0,0,54.3920754,18.6225242
111,112,148,Gdañsk,Orunia-Œw. Wojciech-Lipce,Zwi¹zkowa,10minut do starówki/2 pokoje/ Inwestycyjne,38.0,277000,7289.0,2,wtorny,blok,2,4.0,,,,1979.0,do_zamieszkania,,,60957730,0,0,0,0,1,0,0,54.3224879,18.6357754
112,113,149,Gdañsk,BrzeŸno,gen. Józefa Hallera,Trzypokojowy apartament z widokiem na Morze,56.0,719000,12839.0,3,wtorny,blok,9,12.0,inne,,miejskie,2019.0,do_wykonczenia,500.0,pelna_wlasnosc,60894190,0,1,0,0,1,0,0,54.3920754,18.6225242
113,114,151,Gdynia,D¹browa,Sojowa,2 pokoje/ Gdynia D¹browa,42.34,278000,6566.0,2,wtorny,blok,1,3.0,wielka_plyta,,,1994.0,do_zamieszkania,,,60957720,0,0,0,0,1,0,0,54.4708542,18.4696724
114,115,152,Gdañsk,Wrzeszcz,Karola Szymanowskiego,"Klimatyczne 2 pokoje w Garnizonie, Gdañsk Wrzeszcz",40.97,668000,16305.0,2,pierwotny,apartamentowiec,5,5.0,inne,,miejskie,2019.0,do_zamieszkania,500.0,,60814798,0,1,0,0,1,0,0,54.38447069999999,18.5893948
115,116,153,Gdañsk,Wrzeszcz,Bogus³awa Leœmiana,Dwupokojowe mieszkanie z balkonem na Garnizonie,40.48,659000,16280.0,2,wtorny,apartamentowiec,5,6.0,inne,,miejskie,2020.0,do_zamieszkania,500.0,,60732651,0,1,0,0,1,0,0,54.3817684,18.5886611
116,117,154,Gdynia,Ma³y Kack,P³ocka,Trzypokojowe mieszkanie Gdynia Ma³y Kack,63.32,619986,9791.0,3,wtorny,apartamentowiec,1,3.0,cegla,,inne,2021.0,do_wykonczenia,,,60716137,0,1,0,0,1,1,0,54.4834177,18.5237223
117,118,155,Gdañsk,Œródmieœcie,D³ugi Targ,Apartament D³ugi Targ Gdañsk Stare Miasto D³uga,54.0,619000,11463.0,2,wtorny,kamienica,4,6.0,cegla,,,1930.0,do_remontu,,,60616084,0,0,0,0,1,0,0,54.3483269,18.6540422
118,119,156,Gdynia,Wielki Kack,Maszopów,Wielki Kack 4 pokoje cicha okolica,88.0,595000,6761.0,4,wtorny,dom_wolnostojacy,2,2.0,cegla,,inne,2002.0,do_zamieszkania,650.0,pelna_wlasnosc,60812632,1,1,1,0,0,1,0,54.4630289,18.4953123
119,120,157,Gdynia,Chwarzno-Wiczlino,gen. Mariusza Zaruskiego,Klimatyczny loft w cichej i spokojnej lokalizacji,55.0,550000,10000.0,2,wtorny,blok,3,3.0,cegla,,miejskie,2017.0,do_zamieszkania,450.0,,60571302,0,1,0,0,1,0,0,54.492751,18.4361261
120,121,159,Sopot,Kamienny Potok,Jacka Malczewskiego,Apartament 33m2 w Sopocie przy lesie,32.56,463565,14237.0,2,wtorny,apartamentowiec,2,3.0,silikat,,miejskie,2020.0,do_wykonczenia,330.0,pelna_wlasnosc,60693246,1,1,0,0,1,0,0,54.45368089999999,18.53979
121,122,160,Gdañsk,Œródmieœcie,G³êboka,Blisko starówki 50 m2,51.6,449999,8721.0,2,wtorny,blok,2,9.0,inne,,miejskie,1968.0,do_zamieszkania,700.0,spoldzielcze_wlasnosciowe,60790917,0,0,0,0,1,1,0,54.3510593,18.6739656
122,123,161,Gdañsk,¯abianka,Pomorska,32 mkw na ¯abiance !!,32.0,349000,10906.0,1,wtorny,,3,10.0,,,,,,,spoldzielcze_wl._z_KW,60957680,0,0,0,0,1,0,0,54.41910069999999,18.5811652
123,124,162,Gdañsk,,Stylowa,Przytulne mieszkanie dla rodziny,60.53,429000,7087.0,3,wtorny,blok,parter,3.0,inne,,gazowe,2009.0,do_zamieszkania,400.0,pelna_wlasnosc,60599062,0,1,0,0,1,0,0,54.3016916,18.5807069
124,125,163,Gdañsk,Osowa,ul. Kozioro¿ca,Mieszkanie Dwópoziomowe 160 m2 Gdañsk Osowa,160.0,870000,5438.0,4,wtorny,blok,2,3.0,pustak,plastikowe,kotlownia,2003.0,do_zamieszkania,450.0,pelna_wlasnosc,60667221,1,1,0,0,0,1,0,54.42148479999999,18.4709243
125,126,164,Gdañsk,Piecki-Migowo,Myœliwskie Wzgórze,4 Pokoje/ Morena/ Balkon/ Nowe Budownictwo,77.3,740000,9573.0,4,wtorny,blok,1,3.0,,,miejskie,2012.0,do_zamieszkania,675.0,pelna_wlasnosc,60879545,0,1,0,0,1,0,0,54.3482853,18.5630968
126,127,165,Gdañsk,Wrzeszcz,ul. Jaœkowa Dolina,Mieszkanie 15A - Apartamenty Jaœkowa Dolina 73,32.93,447848,13600.0,2,pierwotny,apartamentowiec,2,4.0,,,,2020.0,do_wykonczenia,,pelna_wlasnosc,58637076,1,1,0,0,1,0,0,54.3685633,18.5951087
127,128,166,Gdañsk,Œródmieœcie,RzeŸnicka,"Blisko Starego Miasta, Gotowe do wynajmu.",36.0,425000,11806.0,2,wtorny,blok,3,4.0,inne,,miejskie,1963.0,do_zamieszkania,,pelna_wlasnosc,60790911,0,1,0,0,0,1,0,54.3448608,18.6475754
128,129,167,Sopot,Kamienny Potok,Jacka Malczewskiego,Apartament 30m2 w Sopocie przy lesie,30.55,391655,12820.0,1,wtorny,apartamentowiec,2,3.0,silikat,,gazowe,2020.0,do_wykonczenia,300.0,pelna_wlasnosc,60693254,1,1,0,0,1,0,0,54.45368089999999,18.53979
129,130,168,Gdynia,Chylonia,Owsiana,Mieszkanie w Gdyni na sprzeda¿,53.1,325000,6121.0,3,wtorny,blok,10,10.0,wielka_plyta,,miejskie,1976.0,do_zamieszkania,200.0,,60426594,0,1,0,0,1,1,0,54.5463215,18.4412667
130,131,169,Gdañsk,Jasieñ,Goska,"Nowa Ni¿sza Cena, Wysoki standard 3 pokoje Jasieñ",68.5,675000,9854.0,3,wtorny,,5,5.0,,,,2012.0,do_zamieszkania,,,60957640,1,0,0,0,1,0,0,54.3391321,18.5675615
131,132,170,Gdynia,Chylonia,,Gdynia Chylonia mieszkanie sprzedam,43.6,280000,6422.0,2,wtorny,blok,4,4.0,wielka_plyta,plastikowe,miejskie,1969.0,do_remontu,300.0,spoldzielcze_wl._z_KW,60809590,0,1,0,0,0,1,0,,
132,133,171,Gdañsk,Zaspa,Pilotów,Zaspa/ 8 Piêtro/ Piêkny widok/3 min do Skm,42.4,420000,9906.0,2,wtorny,,8,10.0,,,miejskie,1974.0,do_remontu,450.0,spoldzielcze_wlasnosciowe,60920905,0,0,0,0,1,1,1,54.393837,18.5919647
133,134,172,Gdynia,Pogórze,ul. ¯elazna,Nowe Mieszkanie z Niesamowitym Widokiem Gdynia,64.81,510000,7869.0,3,wtorny,blok,7,8.0,silikat,plastikowe,miejskie,2019.0,do_zamieszkania,370.0,pelna_wlasnosc,59979967,1,1,0,0,1,0,1,54.5580168,18.4838338
134,135,173,Gdañsk,Piecki-Migowo,Piecewska,Nowa Ni¿sza Cena 2 pokoje Morena,45.0,390000,8667.0,2,wtorny,blok,5,10.0,,,,1980.0,,,,60957484,0,0,0,0,0,0,0,54.3588544,18.5863534
135,136,174,Gdañsk,Jasieñ,Lawendowe Wzgórze,Mieszkanie - Gdañsk Jasieñ,42.0,395000,9405.0,2,wtorny,apartamentowiec,parter,5.0,,,miejskie,2014.0,do_zamieszkania,400.0,pelna_wlasnosc,60957450,1,0,1,0,1,0,1,54.3291907,18.5661478
136,137,179,Gdynia,D¹browa,Sojowa,"Gdynia D¹browa, ul. Sojowa",64.0,489000,7641.0,3,wtorny,blok,1,3.0,cegla,,,,do_zamieszkania,,spoldzielcze_wlasnosciowe,60957371,0,0,0,0,1,0,0,54.4708542,18.4696724
137,138,180,Gdynia,Witomino,Widna,Witomino - 2-pokoje,38.0,304000,8000.0,2,wtorny,blok,4,4.0,wielka_plyta,,,1964.0,do_remontu,400.0,pelna_wlasnosc,60957275,0,0,0,0,1,0,0,54.5000171,18.5089198
138,139,181,Gdynia,Pogórze,¯elazna,Pogórze - nowoczesne mieszkanie 3-pok. + gara¿,64.81,530000,8178.0,3,wtorny,blok,7,8.0,,,,2019.0,do_zamieszkania,370.0,pelna_wlasnosc,60957188,1,0,0,0,1,0,1,54.5580168,18.4838338
139,140,182,Gdynia,Cisowa,ul. Chyloñska,Kameralne mieszkanie w Gdyni 74 m3,74.0,458000,6189.0,3,wtorny,blok,3,4.0,cegla,plastikowe,miejskie,1988.0,do_zamieszkania,490.0,spoldzielcze_wl._z_KW,60695985,0,1,0,0,0,1,0,54.5456876,18.4586621
140,141,183,Gdynia,Ma³y Kack,Olgierda,Dwupoziomowe mieszkanie w stanie deweloperskim,121.0,855000,7066.0,5,wtorny,apartamentowiec,1,2.0,pustak,,,2019.0,do_wykonczenia,,pelna_wlasnosc,60957139,1,0,0,0,1,0,0,54.477035,18.5177817
141,142,184,Gdynia,Chylonia,Lubawska,Mieszkanie dwupokojowe ! Idealna inwestycja !!,36.9,299000,8103.0,2,wtorny,blok,3,4.0,wielka_plyta,,,1970.0,do_zamieszkania,270.0,spoldzielcze_wl._z_KW,60957136,0,0,0,0,0,0,0,54.5379993,18.4774078
142,143,185,Sopot,Centrum,Tadeusza Koœciuszki,Apartament 2 w 1 centrum Sopotu Inwestycja,91.51,1350000,14752.0,3,wtorny,kamienica,1,1.0,cegla,,gazowe,,do_zamieszkania,,pelna_wlasnosc,60804212,0,0,0,0,0,1,0,54.4388818,18.5642283
143,144,186,Gdañsk,Œródmieœcie,œw. Barbary,Dla Inwestora!!! - 2 Apartamenty- 68m2,68.0,699000,10279.0,3,wtorny,blok,parter,6.0,,,,2019.0,do_wykonczenia,,pelna_wlasnosc,60957112,0,0,0,0,1,0,1,54.34794059999999,18.6638597
144,145,187,Gdañsk,Œródmieœcie,Chmielna,Mieszkanie Wyspa Spichrzów widok Nowa Cena,59.2,1339000,22618.0,2,wtorny,apartamentowiec,5,6.0,,,miejskie,2019.0,do_zamieszkania,900.0,pelna_wlasnosc,60710517,0,0,0,0,1,0,1,54.3457363,18.6558683
145,146,188,Sopot,Górny,Niepodleg³oœci,"Sopot, Al. Niepodleg³oœci ! 3 pokoje !",53.0,478000,9019.0,3,wtorny,blok,parter,2.0,,,,,do_remontu,619.0,,60957048,1,0,0,0,0,0,0,54.4431348,18.5597123
146,147,189,Gdynia,Grabówek,gen. Orlicz-Dreszera,"Gotowe do zamieszkania, Gdynia-Grabówek, 63 m2",63.0,417000,6619.0,3,wtorny,blok,3,4.0,wielka_plyta,,,1992.0,do_zamieszkania,360.0,,60956999,0,0,0,0,1,0,0,54.5311102,18.4916158
147,148,190,Gdañsk,Ujeœcisko-£ostowice,ul. Ciechanowska,S³oneczne mieszkanie na parterze z ogródkiem,81.4,649000,7973.0,4,wtorny,blok,parter,2.0,,plastikowe,miejskie,,do_zamieszkania,,pelna_wlasnosc,60683619,0,0,1,0,0,1,1,54.327211,18.5978746
148,149,191,Gdañsk,Przymorze,ul. Lêborska,3 pokojowy apartament z pieknym ogrodem,69.0,843000,12217.0,3,wtorny,blok,parter,5.0,beton_komorkowy,drewniane,miejskie,,do_zamieszkania,,pelna_wlasnosc,60755687,1,0,1,0,1,0,1,54.4048868,18.5800961
149,150,192,Gdynia,Chylonia,ul. Chyloñska,Nowe mieszkanie GOTOWE DO ODBIORU,65.0,454580,6994.0,3,pierwotny,blok,5,7.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,,60139964,1,1,0,0,1,0,0,54.5456876,18.4586621
150,151,193,Gdynia,Dzia³ki Leœne,Pomorska,Dwupoziomowe 195M2 +Dzia³ka // Blisko Centrum,195.0,682000,3497.0,6,wtorny,dom_wolnostojacy,1,2.0,cegla,,,1986.0,do_wykonczenia,,,60956985,1,0,0,0,0,0,0,54.5144376,18.5305642
151,152,194,Gdañsk,Œródmieœcie,,Apartament 2-pokoje 43m2 przy Marinie,43.0,639000,14860.0,2,wtorny,apartamentowiec,parter,5.0,inne,plastikowe,miejskie,2019.0,do_zamieszkania,250.0,pelna_wlasnosc,60956937,0,0,0,0,1,0,0,,
152,153,196,Gdañsk,Osowa,,2 pokojowe mieszkanie w super lokalizacji Gdañska,41.0,391000,9537.0,2,wtorny,blok,2,3.0,inne,plastikowe,miejskie,2015.0,do_zamieszkania,,pelna_wlasnosc,60956923,0,1,0,0,1,0,0,,
153,154,197,Gdañsk,Jasieñ,,Atrakcyjne trzypokojowe mieszkanie z ogródkiem,72.33,520000,7189.0,3,wtorny,blok,parter,2.0,pustak,,miejskie,2012.0,do_zamieszkania,550.0,pelna_wlasnosc,60956919,1,0,1,0,0,0,0,,
154,155,198,Gdañsk,Œródmieœcie,Stare Miasto,"Centrum, nowoczesne 2 pokoje",38.0,640000,16842.0,2,wtorny,apartamentowiec,3,4.0,,aluminiowe,miejskie,2018.0,do_zamieszkania,,pelna_wlasnosc,60956912,0,1,0,0,0,0,0,54.351817,18.6508135
155,156,199,Gdañsk,Jasieñ,,"Mieszkanie 2-Pokoje 31,31m2 Lawendowe Wzgórze",31.0,320000,10323.0,2,wtorny,blok,parter,4.0,inne,plastikowe,miejskie,2017.0,do_zamieszkania,,pelna_wlasnosc,60956903,0,0,0,0,1,1,0,,
156,157,200,Gdañsk,Przymorze,Rzeczypospolitej,Idealne pod inwestycjê 38 mkw Przymorze !!,38.0,338000,8895.0,2,wtorny,blok,2,10.0,,,,,do_remontu,380.0,spoldzielcze_wl._z_KW,60956891,0,0,0,0,1,0,0,54.3959972,18.5995137
157,158,201,Gdynia,Oksywie,ul. in¿. J. Œmidowicza,Blisko Morza,59.0,450000,7627.0,4,pierwotny,blok,,4.0,cegla,plastikowe,miejskie,2020.0,,7.0,pelna_wlasnosc,60956882,0,1,0,0,1,0,0,54.5420476,18.5459512
158,159,202,Gdynia,Cisowa,Chyloñska,3 pokojowe mieszkanie- idealna lokalizacja!,61.0,355000,5820.0,3,wtorny,,3,4.0,,,,,do_remontu,,pelna_wlasnosc,60734913,0,1,0,0,0,1,0,54.5456876,18.4586621
159,160,203,Gdynia,Red³owo,Kostki Napierskiego,Trzypokojowy apartament do w³asnej aran¿acji,55.61,668000,12012.0,3,wtorny,apartamentowiec,1,3.0,inne,,gazowe,2019.0,do_wykonczenia,358.0,pelna_wlasnosc,60944914,0,1,0,0,1,0,0,54.4888624,18.5453663
160,161,204,Gdañsk,Wrzeszcz,Jana Kiliñskiego,Wrzeszcz-mieszkanie po generalnym remoncie,43.0,459000,10674.0,2,wtorny,kamienica,1,2.0,cegla,,,1956.0,do_zamieszkania,450.0,pelna_wlasnosc,60956820,0,0,0,0,1,0,1,54.3839552,18.6069863
161,162,205,Gdañsk,Przymorze,Jagielloñska,Blisko pla¿y gotowe do wprowadzenia niskie op³aty,38.0,399000,10500.0,2,wtorny,,4,4.0,,,,1970.0,do_zamieszkania,,,60956777,0,0,0,0,0,1,0,54.4132168,18.5933639
162,163,206,Gdañsk,Wrzeszcz,ul. Kliniczna,NOWE mieszkanie (Kawalerka) Gdañsk Wrzeszcz,25.95,249000,9595.0,1,wtorny,apartamentowiec,parter,5.0,pustak,,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60956720,0,1,1,0,1,0,0,54.3751849,18.6253573
163,164,207,Gdynia,,,"3 pokoje78m2 na Fikakowie!1 piêtro,miejsce w hali!",78.0,659000,8449.0,3,wtorny,blok,1,3.0,,drewniane,,2000.0,,,pelna_wlasnosc,60956666,0,1,0,0,0,1,0,,
164,165,208,Gdañsk,Ujeœcisko-£ostowice,ul. Niepo³omicka,"Gdañsk, Nowe mieszkanie 61 m2 z 2 balkonami",61.0,400000,6557.0,3,wtorny,blok,2,4.0,,,miejskie,2021.0,do_wykonczenia,430.0,pelna_wlasnosc,60779551,0,1,0,0,1,1,0,54.3099545,18.5990052
165,166,209,Gdañsk,Osowa,Hery 8,Dwupoziomowe mieszkanie jak dom Gdañsk Osowa 140m2,140.0,1120000,8000.0,4,wtorny,blok,3,3.0,,plastikowe,gazowe,2010.0,do_zamieszkania,500.0,pelna_wlasnosc,60933080,1,1,1,0,1,1,1,54.420122,18.4774919
166,167,210,Gdynia,Wielki Kack,,Odœwie¿one mieszkanie w Gdyni Wielkim Kacku,77.35,649900,8402.0,3,wtorny,blok,2,3.0,,plastikowe,miejskie,2010.0,do_zamieszkania,500.0,pelna_wlasnosc,60956624,0,1,0,0,0,0,0,,
167,168,211,Gdañsk,Che³m,ul. Kazimierza Wielkiego,Ciche 4 pokojowe mieszkanie z gara¿em podziemnym!,79.9,610436,7640.0,4,wtorny,blok,2,3.0,pustak,plastikowe,miejskie,2011.0,do_zamieszkania,350.0,pelna_wlasnosc,60854661,0,1,0,0,0,1,1,54.29940970000001,18.609141
168,169,212,Gdañsk,Jasieñ,Kazimierza Leskiego,"3 pokoje, Jasieñ, nowe budownictwo",47.0,395000,8404.0,3,wtorny,,2,3.0,,,,2016.0,do_zamieszkania,400.0,pelna_wlasnosc,60956548,0,1,0,0,0,0,0,54.3238691,18.5586635
169,170,213,Gdañsk,Jasieñ,Morelowa,2-pokojowe mieszkanie z ogrodem 95m2 na Jasieniu,43.7,415000,9497.0,2,wtorny,blok,parter,3.0,,,miejskie,2012.0,,400.0,pelna_wlasnosc,60956500,1,0,1,0,1,1,1,54.33072019999999,18.5595082
170,171,214,Gdañsk,Piecki-Migowo,ul. Królewskie Wzgórze,Mieszkanie 3 pokojowe na Morenie,64.88,589000,9078.0,3,wtorny,blok,1,3.0,pustak,plastikowe,miejskie,2012.0,do_zamieszkania,,spoldzielcze_wl._z_KW,60838843,1,1,0,0,0,1,1,54.3498435,18.5694261
171,172,216,Gdañsk,Przeróbka,Teofila Lenartowicza,5 Min Do Starówki/ 3 Pokoje/ Przeróbka,53.12,379000,7135.0,2,wtorny,kamienica,1,2.0,,,miejskie,,do_zamieszkania,550.0,pelna_wlasnosc,60956481,0,1,0,0,0,1,0,54.3583838,18.687624
172,173,217,Sopot,Kamienny Potok,al. Niepodleg³oœci,"Mieszkanie, Sopot al. Niepodleg³oœci",27.0,360000,13333.0,1,wtorny,kamienica,parter,2.0,cegla,plastikowe,elektryczne,1918.0,do_zamieszkania,215.0,pelna_wlasnosc,60917367,1,0,0,0,0,1,0,54.4431348,18.5597123
173,174,218,Gdynia,Œródmieœcie,Arkadiusza Rybickiego,Luksusowy Apartament w Centrum Gdyni z Marin¹,53.68,1150000,21423.0,2,wtorny,,1,5.0,,,,2020.0,,,pelna_wlasnosc,60598083,0,0,0,0,0,0,0,54.52259309999999,18.5532205
174,175,219,Gdynia,Wielki Kack,Starodworcowa,"Eleganckie, trzypokojowe, doskonale skomunikowane",77.35,649900,8402.0,3,wtorny,,2,3.0,,,,2010.0,do_zamieszkania,,pelna_wlasnosc,60649489,0,1,0,0,0,0,0,54.46662749999999,18.497634
175,176,220,Sopot,Kamienny Potok,,Sopot Kamienny Potok 3 pokoje Widok na Las,61.5,549000,8927.0,3,wtorny,blok,1,2.0,wielka_plyta,plastikowe,miejskie,1970.0,do_zamieszkania,650.0,spoldzielcze_wlasnosciowe,60956418,0,1,0,0,0,1,0,,
176,177,221,Sopot,Przylesie,,2 Pokojowe mieszkanie w otulinie Sopockich lasów,37.0,349000,9432.0,2,wtorny,blok,1,10.0,wielka_plyta,plastikowe,miejskie,1970.0,do_remontu,250.0,spoldzielcze_wlasnosciowe,60956416,0,1,0,0,1,1,0,,
177,178,222,Gdañsk,Przymorze,Ko³obrzeska,2 oddzielne pokoje z balkonem Przymorze,43.0,379000,8814.0,2,wtorny,blok,3,4.0,wielka_plyta,,miejskie,1970.0,do_remontu,400.0,pelna_wlasnosc,60956403,0,1,0,0,0,1,0,54.40399310000001,18.5903758
