,id,id_offers,miasto,dzielnica,ulica,tytul,powierzchnia,cena,cena_metr,liczba_pokoi,rynek,zabudowa,pietro,liczba_pieter,material_budynku,okna,ogrzewanie,rok_budowy,stan_wykonczenia,czynsz,forma_wlasnosci,numer_oferty,teren_zamkniety,balkon,ogrodek,garaz_miejsce,winda,piwnica,monitoring_ochrona,latitude,longitude
1886,1887,2263,Gdañsk,Nowe Ujeœcisko,,Sprzedam partycypacjê TBS mieszkanie 3 pokojowe,68.0,240000,3529.0,3,wtorny,blok,parter,4.0,,,miejskie,2000.0,do_zamieszkania,,,60435978,0,0,0,0,0,1,0,,
1887,1888,2264,Gdañsk,Œródmieœcie,ul. £¹kowa,Du¿e mieszkanie na Dolnym Mieœcie,98.16,800000,8150.0,4,wtorny,kamienica,parter,3.0,cegla,plastikowe,miejskie,1802.0,do_remontu,750.0,pelna_wlasnosc,60939640,0,1,1,0,0,1,0,54.34377010000001,18.6626568
1888,1889,2265,Sopot,Dolny,Parkowa,"Mieszkanie z widokiem na morze, grodem,przy pla¿y",82.8,2195000,26510.0,4,wtorny,,parter,2.0,,,,1898.0,,,pelna_wlasnosc,60158332,0,0,1,0,0,1,0,54.4415362,18.5727225
1889,1890,2266,Gdynia,Grabówek,Komandorska,"2 pokoje, Gdynia Grabówek",35.33,379000,10727.0,2,wtorny,blok,3,4.0,wielka_plyta,plastikowe,miejskie,1970.0,,,pelna_wlasnosc,60914329,0,0,0,0,0,1,0,54.5285017,18.5023071
1890,1891,2267,Gdañsk,Œródmieœcie,Angielska Grobla,Okazja!Riverview-mieszkanie gotowe do wprowadzenia,33.3,495000,14865.0,1,wtorny,apartamentowiec,3,4.0,cegla,,miejskie,2019.0,do_zamieszkania,300.0,pelna_wlasnosc,60914286,0,0,0,0,1,0,0,54.3506474,18.6652889
1891,1892,2268,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A51),48.56,550000,11326.0,2,pierwotny,apartamentowiec,5,7.0,inne,plastikowe,,2021.0,do_wykonczenia,,pelna_wlasnosc,60914279,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1892,1893,2269,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A48),61.59,690000,11203.0,3,pierwotny,apartamentowiec,5,7.0,inne,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60914273,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1893,1894,2270,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A47),57.29,655000,11433.0,3,pierwotny,apartamentowiec,5,7.0,inne,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60914266,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1894,1895,2271,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A45),55.24,625000,11314.0,3,pierwotny,apartamentowiec,5,7.0,inne,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60914256,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1895,1896,2272,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A43),48.56,540000,11120.0,3,pierwotny,apartamentowiec,4,7.0,inne,plastikowe,miejskie,2021.0,do_zamieszkania,,pelna_wlasnosc,60914228,0,1,0,0,1,0,0,54.41259789999999,18.5595667
1896,1897,2273,Gdañsk,Che³m,Reformacka,"Mieszkanie, 68 m2, Gdañsk",68.0,519000,7632.0,3,wtorny,blok,3,3.0,,,,,,650.0,,60914202,0,1,0,0,0,1,0,54.342664,18.6315719
1897,1898,2274,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A39),57.66,605000,10493.0,3,pierwotny,apartamentowiec,4,7.0,inne,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60914193,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1898,1899,2275,Gdañsk,Oliwa,ul. Opacka,ORO Oliwa - z³oty œrodek Trójmiasta (A37),55.25,585000,10588.0,3,pierwotny,apartamentowiec,4,7.0,inne,plastikowe,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,60914173,0,1,0,0,1,0,1,54.41259789999999,18.5595667
1899,1900,2279,Gdañsk,Ujeœcisko-£ostowice,Przemyska,2 Pokoje/ Ujeœcisko/ Osobna Kuchnia/ Ogród 54m2,53.25,470000,8826.0,2,wtorny,blok,parter,4.0,,,miejskie,2012.0,,,pelna_wlasnosc,60914071,0,0,1,0,0,0,0,54.3281421,18.5933632
1900,1901,2280,Gdañsk,Przymorze,,"s³oneczne 3 pokoje z tarasem, IV p, blisko morza",63.6,805780,12669.0,3,pierwotny,apartamentowiec,4,12.0,,,miejskie,2020.0,do_wykonczenia,,,60913861,0,1,0,0,1,0,1,,
1901,1902,2281,Gdañsk,Œródmieœcie,Stare Miasto,"Stare Miasto, 2-pokojowy apartament, I piêtro",42.76,723000,16908.0,2,pierwotny,apartamentowiec,1,6.0,,,miejskie,2020.0,,,,60913862,1,0,0,0,1,0,1,54.351817,18.6508135
1902,1903,2282,Gdañsk,Jasieñ,,"Mieszkanie 3 pokojowe 59,60m2 parter 2 balkony Otb",59.6,140000,2349.0,3,wtorny,blok,parter,3.0,,plastikowe,miejskie,,do_zamieszkania,,udzial,60913854,0,1,0,0,0,0,0,,
1903,1904,2283,Gdynia,Pustki Cisowskie-Demptowo,B³awatna,S³oneczne mieszkanie w Gdyni.,135.1,670000,4959.0,5,wtorny,blok,3,4.0,silikat,,miejskie,,do_zamieszkania,800.0,pelna_wlasnosc,60763362,1,1,0,0,0,1,0,54.5338323,18.4501676
1904,1905,2284,Gdynia,Witomino,Niska,Apartament w Gdyni z widokiem na Morze.,56.06,555000,9900.0,2,wtorny,blok,10,12.0,silikat,,miejskie,2002.0,do_zamieszkania,500.0,pelna_wlasnosc,60811352,1,0,0,0,1,0,1,54.49599809999999,18.5069459
1905,1906,2285,Gdynia,Chwarzno-Wiczlino,Stanis³awa Filipkowskiego,Przestronne mieszkanie z du¿ym balkonem - zachód,60.0,510000,8500.0,3,wtorny,,1,3.0,,,,2015.0,do_zamieszkania,450.0,pelna_wlasnosc,60869969,0,1,0,0,0,1,0,54.4866257,18.4272952
1906,1907,2287,Gdañsk,Ujeœcisko-£ostowice,Hokejowa,Przestronne 3 pokoje oddzielna kuchnia Taras Ogród,73.0,560000,7671.0,3,wtorny,blok,parter,3.0,,,miejskie,2011.0,do_zamieszkania,,pelna_wlasnosc,60913667,0,0,1,0,0,0,0,54.3087923,18.5947394
1907,1908,2288,Gdynia,Dzia³ki Leœne,,Okazja-Dzia³ki Leœne - 3 pokoje z gara¿em!!,46.62,439000,9417.0,3,wtorny,blok,5,10.0,,,miejskie,1962.0,do_remontu,,spoldzielcze_wlasnosciowe,60900278,0,1,0,0,1,1,0,,
1908,1909,2289,Gdañsk,Ujeœcisko-£ostowice,ul. Ciechanowska,S³oneczne mieszkanie na parterze z ogródkiem,81.4,649000,7973.0,4,wtorny,blok,parter,2.0,,plastikowe,miejskie,,do_zamieszkania,,pelna_wlasnosc,60683619,0,0,1,0,0,1,1,54.327211,18.5978746
1909,1910,2290,Gdynia,Red³owo,Legionów,Apartament 3 Pokoje Gdynia Red³owo Altus!,61.84,799000,12920.0,3,wtorny,apartamentowiec,3,5.0,,,,2012.0,do_zamieszkania,,,60854217,0,1,0,0,1,0,1,54.4997577,18.5417142
1910,1911,2291,Sopot,Wyœcigi,,Sopot £okietka - Cena Spada !! Szybka Sprzeda¿,77.0,889000,11545.0,3,wtorny,kamienica,parter,2.0,,,gazowe,,do_zamieszkania,,pelna_wlasnosc,60765127,0,0,0,0,0,1,0,,
1911,1912,2292,Sopot,Dolny,Parkowa,"Mieszkanie z widokiem na morze, grodem,przy pla¿y",82.8,2195000,26510.0,4,wtorny,,parter,2.0,,,,1898.0,,,pelna_wlasnosc,60158332,0,0,1,0,0,1,0,54.4415362,18.5727225
1912,1913,2293,Gdañsk,Œródmieœcie,Toruñska,Ekskluzywne 2 pokoje na Toruñskiej na sprzeda¿,61.0,820000,13443.0,2,wtorny,,6,6.0,,,,2016.0,do_zamieszkania,890.0,,60913409,0,1,0,0,0,0,0,54.3430495,18.6520375
1913,1914,2294,Gdynia,Chwarzno-Wiczlino,Chwarzno,3 Pokoje Z Balkonem/Gotowy Do Zamieszkania/Ostatni,72.0,760281,10559.0,3,pierwotny,apartamentowiec,1,3.0,,,miejskie,2020.0,,,,60913333,0,1,0,0,1,0,1,54.49987050000001,18.4587034
1914,1915,2296,Gdañsk,,in¿. J. Œmidowicza,piêkny widok! idealne dla studenta lub na 1 mieszk,39.0,304000,7795.0,2,pierwotny,,2,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60913033,0,1,0,0,1,1,1,54.5420476,18.5459512
1915,1916,2297,Gdañsk,Przymorze,ul. Jagielloñska,"S³oneczne, 2-pokojowe mieszkanie, Gdañsk Przymorze",46.0,389000,8457.0,2,wtorny,blok,7,10.0,,plastikowe,miejskie,1972.0,do_zamieszkania,500.0,spoldzielcze_wlasnosciowe,60807255,0,1,0,0,1,1,0,54.4132168,18.5933639
1916,1917,2298,Gdañsk,Ujeœcisko-£ostowice,ul. Niepo³omicka,"Po remoncie, 2-pokojowe, nowe! PCC 0%! PROW 0%",44.37,415000,9353.0,2,wtorny,blok,1,2.0,,plastikowe,miejskie,2020.0,do_zamieszkania,380.0,pelna_wlasnosc,60912999,1,1,0,0,0,0,0,54.3099545,18.5990052
1917,1918,2303,Gdynia,Witomino,Niska 18,Apartament w Gdyni Witomino,43.02,399000,9275.0,2,pierwotny,apartamentowiec,parter,3.0,silikat,,miejskie,2021.0,do_wykonczenia,,pelna_wlasnosc,54678812,0,0,1,0,1,1,1,54.4950984,18.5064249
1918,1919,2304,Gdañsk,Suchanino,Paderewskiego,Atrakcyjna kawalerka z piêknym widokiem!,31.0,289000,9323.0,1,wtorny,blok,6,11.0,wielka_plyta,,miejskie,1980.0,do_zamieszkania,,,60750236,0,0,0,0,1,1,0,54.3526275,18.6077877
1919,1920,2305,Gdañsk,Nowy Port,Oliwska,2 pok gotowe blisko morza tylko u nas!,36.9,279000,7561.0,2,wtorny,kamienica,parter,2.0,cegla,,gazowe,,do_zamieszkania,,pelna_wlasnosc,60912855,0,0,1,0,0,1,0,54.4027981,18.664495
1920,1921,2306,Gdañsk,Piecki-Migowo,ul. Myœliwska,"2-pokojowe mieszkanie na Morenie, Osiedle Foresta.",43.18,459000,10630.0,2,wtorny,blok,parter,3.0,,plastikowe,miejskie,2020.0,do_zamieszkania,,pelna_wlasnosc,60912753,1,0,1,0,0,1,1,54.3507646,18.5663696
1921,1922,2307,Gdañsk,Ujeœcisko-£ostowice,£añcucka,Dwa pokoje z du¿ym s³onecznym tarasem!!,43.44,434000,9991.0,2,wtorny,blok,parter,4.0,,,miejskie,2012.0,do_zamieszkania,450.0,pelna_wlasnosc,60912658,0,1,0,0,0,0,0,54.3322061,18.6034547
1922,1923,2308,Gdañsk,Wrzeszcz,ul. Jana Kochanowskiego,3 pokoje do remontu. Du¿y potencja³,64.6,479000,7415.0,3,wtorny,kamienica,2,3.0,cegla,plastikowe,miejskie,1932.0,do_remontu,470.0,pelna_wlasnosc,60912642,0,0,0,0,0,1,0,54.3866063,18.6308357
1923,1924,2309,Gdañsk,Che³m,Czerska,Mieszkanie z potencja³em.,39.5,420000,10633.0,2,wtorny,blok,2,4.0,inne,,miejskie,2017.0,do_zamieszkania,300.0,pelna_wlasnosc,60495647,1,1,0,0,1,0,0,54.2996858,18.6137955
1924,1925,2310,Gdañsk,Wrzeszcz,Partyzantów,Mieszkanie - Gdañsk Wrzeszcz,62.84,569000,9055.0,3,wtorny,blok,2,4.0,cegla,,miejskie,1965.0,,,pelna_wlasnosc,60912523,0,1,0,0,0,1,0,54.3787828,18.5982174
1925,1926,2311,Gdynia,Chylonia,,Chylonia 400m od Skm Gara¿ pod budynkiem w cenie,45.1,330000,7317.0,2,wtorny,blok,3,4.0,wielka_plyta,plastikowe,miejskie,1970.0,do_zamieszkania,300.0,spoldzielcze_wlasnosciowe,60912418,0,1,0,0,0,1,0,,
1926,1927,2312,Gdynia,Cisowa,Zbo¿owa,3 pokoje w œwietnym punkcie Gdyni,53.1,349000,6573.0,3,wtorny,blok,5,11.0,wielka_plyta,,miejskie,1982.0,do_zamieszkania,,spoldzielcze_wlasnosciowe,60806616,0,1,0,0,1,1,0,54.5443509,18.4470707
1927,1928,2313,Gdañsk,Che³m,Reformacka,"S³oneczne 3 pokoje+pracownia Gdañsk Che³m 78,3m2",78.3,598000,7637.0,4,wtorny,blok,parter,3.0,,,miejskie,,do_zamieszkania,550.0,pelna_wlasnosc,60614281,0,0,0,0,0,1,0,54.342664,18.6315719
1928,1929,2314,Gdañsk,Zaspa,Jana Paw³a II,Czteropokojowy apartament na Zaspie w Awiatorze,76.37,955000,12505.0,4,wtorny,apartamentowiec,3,12.0,,,miejskie,2014.0,do_zamieszkania,650.0,pelna_wlasnosc,60670183,0,1,0,0,1,0,1,54.3975979,18.605117
1929,1930,2315,Gdañsk,Wrzeszcz,Adama Mickiewicza,Trzy pokojowe mieszkanie we Wrzeszczu,62.4,679000,10881.0,3,wtorny,kamienica,2,2.0,cegla,,gazowe,1936.0,do_zamieszkania,250.0,pelna_wlasnosc,60721846,0,0,0,0,0,1,0,54.3833475,18.6215947
1930,1931,2317,Gdañsk,Che³m,Gdañsk Orunia Górna,Wyj¹tkowe mieszkanie Gdañsk Orunia Górna,61.84,599000,9686.0,3,wtorny,blok,1,3.0,pustak,plastikowe,gazowe,2005.0,do_zamieszkania,400.0,spoldzielcze_wlasnosciowe,60921562,0,1,0,0,0,1,0,54.3241896,18.615913
1931,1932,2318,Gdañsk,Œródmieœcie,D³uga,Sprzedam mieszkanie Gdañsk ul. D³uga,63.0,830000,13175.0,3,wtorny,kamienica,1,,cegla,drewniane,miejskie,1952.0,do_zamieszkania,,pelna_wlasnosc,60579097,0,0,0,0,0,1,0,54.3492141,18.6502683
1932,1933,2319,Gdañsk,Wrzeszcz,ul. Jaœkowa Dolina,Mieszkanie 16A - Apartamenty Jaœkowa Dolina 73,25.97,347998,13400.0,1,pierwotny,apartamentowiec,2,4.0,,,,2020.0,do_wykonczenia,,pelna_wlasnosc,58637080,1,1,0,0,1,0,0,54.3685633,18.5951087
1933,1934,2320,Gdañsk,BrzeŸno,M³odzie¿y Polskiej,Tylko kilka kroków abyœ znalaz³ siê nad morzem,74.17,1150000,15505.0,3,wtorny,apartamentowiec,1,3.0,inne,,inne,2013.0,do_zamieszkania,500.0,pelna_wlasnosc,60625419,1,1,0,0,1,0,0,54.4098225,18.6333736
1934,1935,2321,Gdañsk,Siedlce,Jacka Malczewskiego,Wyj¹tkowy charakter i presti¿,25.18,353806,14051.0,1,pierwotny,blok,parter,3.0,,,miejskie,2022.0,do_wykonczenia,,,60527945,1,0,0,0,1,1,0,54.3484316,18.6240256
1935,1936,2322,Gdynia,,,"M-3 apartamentowiec Gdynia, 3 miejsca postojowe",46.0,429000,9326.0,2,wtorny,apartamentowiec,1,4.0,,plastikowe,miejskie,,do_zamieszkania,350.0,pelna_wlasnosc,60870430,1,1,0,0,0,0,0,,
1936,1937,2323,Sopot,Dolny,Fryderyka Chopina,Wyj¹tkowe mieszkanie w Dolnym Sopocie,122.9,1380000,11229.0,4,wtorny,kamienica,3,3.0,cegla,,,1930.0,do_zamieszkania,,pelna_wlasnosc,59543079,1,0,0,0,0,1,0,54.441331,18.566628
1937,1938,2324,Sopot,Dolny,Jana Sobieskiego,Du¿e mieszkanie - 100 metrów od Monte Cassino,118.5,1362750,11500.0,5,wtorny,,parter,2.0,,,,,do_wykonczenia,500.0,pelna_wlasnosc,60349470,0,0,0,0,0,1,0,54.4401071,18.5668253
1938,1939,2325,Gdañsk,Che³m,ul. Wawelska,3 pok. mieszkanie pod klucz Che³m,54.0,529000,9796.0,3,wtorny,blok,2,5.0,,plastikowe,miejskie,2008.0,,275.0,pelna_wlasnosc,60912294,0,1,0,0,0,1,0,54.3290873,18.6081913
1939,1940,2326,Gdynia,Kamienna Góra,PI£SUDSKIEGO JÓZEFA,Super mieszkanie vis a vis Parku Centralnego,56.77,597000,10516.0,2,wtorny,kamienica,parter,4.0,,,miejskie,1960.0,do_zamieszkania,,pelna_wlasnosc,60912281,0,0,0,0,0,1,0,54.5092826,18.5393204
1940,1941,2327,Gdañsk,Wrzeszcz,Ludwika Waryñskiego,"Mieszkanie, 81,37 m2, Gdañsk",81.37,649000,7976.0,3,wtorny,kamienica,3,3.0,cegla,,gazowe,1920.0,do_remontu,810.0,pelna_wlasnosc,60912278,0,0,0,0,0,1,0,54.3799387,18.6127808
1941,1942,2328,Gdynia,Ob³u¿e,in¿. J. Œmidowicza,"18 min do Centrum, 2km do pla¿y ostatnie mieszkani",34.0,269000,7912.0,2,pierwotny,,1,3.0,,,,2020.0,do_wykonczenia,,pelna_wlasnosc,60912266,0,1,0,0,1,1,1,54.5420476,18.5459512
1942,1943,2329,Gdynia,Ob³u¿e,in¿. J. Œmidowicza,"Idealne na Wakacje, blisko pla¿y, 10 min do centru",29.0,249000,8586.0,2,pierwotny,,parter,3.0,,,,2020.0,do_wykonczenia,,pelna_wlasnosc,60912267,0,0,1,0,1,1,1,54.5420476,18.5459512
1943,1944,2330,Gdynia,Ob³u¿e,adm. J. Unruga,"Ogródek 24m2, s³oneczne widok na statki !",60.0,384000,6400.0,4,pierwotny,apartamentowiec,parter,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912268,0,0,1,0,0,1,1,54.5536965,18.4983282
1944,1945,2331,Gdynia,Ob³u¿e,adm. J. Unruga,"ostatnie piêtro, piêkny widok z mieszkania na las!",35.4,272800,7706.0,2,pierwotny,,3,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912262,0,1,0,0,1,1,1,54.5536965,18.4983282
1945,1946,2332,Gdynia,Ob³u¿e,Bosmañska,"piêkny widok na las i Port Gdyñski, widna kuchnia",51.0,377287,7398.0,3,pierwotny,,3,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912265,0,1,0,0,1,1,1,54.5489186,18.5320258
1946,1947,2333,Gdynia,Oksywie,in¿. J. Œmidowicza,"s³oneczne, widna kuchnia, blisko plazy i lasu",50.0,375000,7500.0,3,pierwotny,,2,3.0,,,,2020.0,do_wykonczenia,,pelna_wlasnosc,60912259,0,0,0,0,1,1,1,54.5420476,18.5459512
1947,1948,2334,Gdynia,Oksywie,adm. Józefa Unruga,Idealne na Wakacje lub pod inwestycje !,26.7,241700,9052.0,1,pierwotny,,1,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912257,0,1,0,0,1,1,1,54.5536965,18.4983282
1948,1949,2335,Gdynia,Oksywie,in¿. J. Œmidowicza,"S³oneczne, widok na port! z Tarasem",43.0,350000,8140.0,2,pierwotny,blok,1,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912258,0,0,0,0,1,1,1,54.5420476,18.5459512
1949,1950,2336,Gdynia,Oksywie,in¿. J. Œmidowicza,piêkny widok! idealne dla studenta lub na 1 mieszk,39.0,301900,7741.0,2,pierwotny,,2,3.0,,plastikowe,miejskie,2020.0,do_wykonczenia,,pelna_wlasnosc,60912256,0,1,0,0,1,1,1,54.5420476,18.5459512
1950,1951,2337,Gdañsk,Œródmieœcie,Panieñska,Œródmieœcie kawalerka- inwestycja Old Nova,31.08,549000,17664.0,1,wtorny,apartamentowiec,parter,4.0,,,miejskie,2018.0,do_zamieszkania,550.0,pelna_wlasnosc,60912244,0,0,0,0,1,0,0,54.35496980000001,18.6552049
1951,1952,2338,Gdañsk,Che³m,ul. Reformacka,"Tylko u Nas ! Du¿e, s³oneczne 2 pok. po remoncie",50.5,389000,7703.0,2,wtorny,blok,parter,3.0,inne,plastikowe,miejskie,1985.0,do_zamieszkania,,pelna_wlasnosc,60614103,0,0,0,0,0,1,0,54.342664,18.6315719
1952,1953,2339,Gdañsk,Piecki-Migowo,ul. Królewskie Wzgórze,Atrakcyjne mieszkanie przy ul. Królewskie Wzgórze,64.4,640000,9938.0,3,wtorny,blok,2,3.0,inne,plastikowe,miejskie,2016.0,do_zamieszkania,,pelna_wlasnosc,60855547,1,1,0,0,1,1,0,54.3498435,18.5694261
1953,1954,2340,Gdañsk,Ujeœcisko-£ostowice,ul. Olimpijska,2-Pokoje S³oneczne Piêkny Widok Do Zamieszkania!!!,48.0,389000,8104.0,2,wtorny,blok,3,3.0,,plastikowe,miejskie,2015.0,do_zamieszkania,380.0,pelna_wlasnosc,60806102,1,1,0,0,0,1,1,54.3069728,18.5877344
1954,1955,2341,Gdañsk,Ujeœcisko-£ostowice,Kazimierza Porêbskiego,Mieszkanie - Gdañsk Zakoniczyn,66.23,539999,8153.0,3,wtorny,blok,3,3.0,,,miejskie,2009.0,do_zamieszkania,,pelna_wlasnosc,60912044,0,1,0,0,0,1,0,54.3197649,18.5772264
1955,1956,2342,Gdañsk,Stogi,ul. Tamka 27,"Stogi, Tamka , 43 m2 z widokiem na Martw¹ Wis³ê",42.89,328900,7668.0,2,wtorny,blok,4,4.0,beton,plastikowe,miejskie,1972.0,do_remontu,530.0,pelna_wlasnosc,60855411,0,1,0,0,0,1,0,54.35936599999999,18.7157605
1956,1957,2343,Gdynia,Witomino,Witomino-Radiostacja,Atrakcyjne mieszkanie w Gdyni Witomino -2 pokoje,37.82,315000,8329.0,2,wtorny,blok,9,10.0,,plastikowe,miejskie,,do_zamieszkania,,spoldzielcze_wlasnosciowe,60911862,0,1,0,0,1,1,0,54.5003137,18.5089968
1957,1958,2344,Gdañsk,Przymorze,Szczeciñska,2 pokojowy apartament Gdañsk Przymorze. Skm.,50.0,595000,11900.0,2,wtorny,apartamentowiec,2,3.0,,,miejskie,2007.0,do_zamieszkania,500.0,pelna_wlasnosc,60933757,1,1,0,0,0,0,1,54.4022355,18.5814926
1958,1959,2345,Gdynia,Karwiny,Kazimierza Kruczkowskiego,"Trzypokojowe, doskonale skomunikowane",59.4,409000,6886.0,3,wtorny,,4,4.0,,,,1986.0,do_zamieszkania,,pelna_wlasnosc,60779030,0,1,0,0,0,1,0,54.4722681,18.4948987
1959,1960,2347,Gdañsk,Nowy Port,wyzwolenia 5,sprzedam 2 pokojowe mieszkanie nad morzem,50.0,415000,8300.0,2,wtorny,blok,4,4.0,,plastikowe,miejskie,,do_zamieszkania,400.0,spoldzielcze_wlasnosciowe,60733749,0,1,0,0,0,1,0,54.402945,18.653027
1960,1961,2348,Gdañsk,Jasieñ,,Wysoki Standard-Œwietna Cena-Wyposa¿enie-Parking,54.46,469000,8612.0,2,wtorny,apartamentowiec,5,5.0,inne,,miejskie,2015.0,do_zamieszkania,430.0,pelna_wlasnosc,60911812,0,0,0,0,1,0,0,,
1961,1962,2349,Gdañsk,Przymorze,,Kawalerka na sprzeda¿ 30m2 przymorze,30.0,285000,9500.0,1,wtorny,blok,1,4.0,cegla,plastikowe,miejskie,1972.0,do_remontu,300.0,spoldzielcze_wlasnosciowe,60911777,0,0,0,0,0,1,0,,
1962,1963,2350,Gdañsk,Œródmieœcie,¯abi Kruk,"Mieszkanie 50m2, ul. ¯abi Kruk,Gdañsk Œródmieœcie!",50.5,540000,10693.0,2,wtorny,,8,9.0,,plastikowe,miejskie,,,,pelna_wlasnosc,60911654,0,1,0,0,1,1,0,54.3443265,18.6494262
1963,1964,2351,Gdynia,Grabówek,Morska,2 pokojowe mieszkanie w Gdyni Grabówek.,46.0,470000,10217.0,2,wtorny,blok,3,4.0,wielka_plyta,,miejskie,1980.0,do_zamieszkania,,spoldzielcze_wlasnosciowe,58364872,0,1,0,0,0,1,0,54.5379027,18.4729157
1964,1965,2352,Gdynia,Pogórze,Stefana Czarnieckiego,2 pokoje w nowym budownictwie! Gdynia,43.09,314557,7300.0,2,pierwotny,blok,1,5.0,pustak,,miejskie,2020.0,,,,59962180,0,1,0,0,0,0,0,54.5528675,18.5419966
1965,1966,2353,Gdynia,Pustki Cisowskie-Demptowo,ul. Borowikowa,Mieszkanie 4-pokoje Gdynia,79.0,499000,6316.0,4,wtorny,blok,parter,3.0,,plastikowe,miejskie,,do_zamieszkania,,spoldzielcze_wl._z_KW,60911558,0,1,0,0,0,1,0,54.5367,18.4366571
1966,1967,2354,Gdañsk,Che³m,Nieborowska,Mieszkanie - Gdañsk Che³m,27.1,269000,9926.0,1,wtorny,,parter,3.0,,,,2006.0,do_zamieszkania,,pelna_wlasnosc,60911357,0,0,0,0,0,1,0,54.3307249,18.6061217
1967,1968,2355,Gdañsk,Stogi,pawia,"Mieszkanie, 35,44 m2, Gdañsk",35.44,289000,8155.0,1,wtorny,blok,parter,3.0,cegla,plastikowe,miejskie,1997.0,do_zamieszkania,350.0,spoldzielcze_wlasnosciowe,60911356,0,1,0,0,0,1,0,54.36069180000001,18.7161303
1968,1969,2356,Gdañsk,Jasieñ,ul. ¯yczliwa,Apartament z widokiem na jezioro- wysoki standard,92.0,1199000,13033.0,4,wtorny,apartamentowiec,2,3.0,pustak,plastikowe,miejskie,2012.0,do_zamieszkania,,pelna_wlasnosc,60682942,1,1,0,0,0,1,1,54.3457174,18.5304025
1969,1970,2357,Sopot,Kamienny Potok,Obodrzyców,"Ekskluzywny apartament w Sopocie, 1500 M od morza",84.7,1299000,15336.0,4,wtorny,,1,2.0,,,,2000.0,do_zamieszkania,,,60869753,0,1,0,0,0,0,0,54.4555814,18.5479194
1970,1971,2359,Sopot,Wyœcigi,W³adys³awa £okietka,"Eleganckie, wygodne wnêtrze, 800 M od pla¿y",77.5,1390000,17935.0,3,wtorny,apartamentowiec,1,3.0,silikat,,miejskie,2008.0,do_zamieszkania,,,60627918,1,1,0,0,1,0,1,54.43007309999999,18.5739192
1971,1972,2360,Gdynia,Chwarzno-Wiczlino,Janki Bryla,Stylowe wnêtrze z charakterem,46.16,579000,12543.0,2,wtorny,blok,2,3.0,,,miejskie,2018.0,do_zamieszkania,400.0,,60595515,0,1,0,0,1,0,0,54.4942113,18.4414806
1972,1973,2361,Gdañsk,Œródmieœcie,Chmielna,Mieszkanie - Gdañsk Œródmieœcie,47.7,740000,15514.0,2,wtorny,apartamentowiec,4,6.0,,,miejskie,2016.0,do_zamieszkania,,pelna_wlasnosc,60490064,0,1,0,0,1,1,0,54.3457363,18.6558683
1973,1974,2362,Gdañsk,Œródmieœcie,Chmielna,Ekskluzywny apartament z widokiem na Mot³awê,48.82,1099000,22511.0,2,wtorny,apartamentowiec,3,7.0,,,miejskie,2019.0,do_zamieszkania,1100.0,,60494431,0,0,0,0,1,0,0,54.3457363,18.6558683
1974,1975,2363,Sopot,Dolny,Jana Jerzego Haffnera,"Stylowy apartament w sercu Sopotu, blisko morza",105.07,1800000,17131.0,3,wtorny,,3,3.0,,,,2003.0,do_zamieszkania,1000.0,pelna_wlasnosc,60287547,0,1,0,0,0,0,0,54.4506203,18.5618984
1975,1976,2364,Gdañsk,BrzeŸno,gen. Józefa Hallera,Kompaktowe wnêtrze z widokiem na morze,64.25,865000,13463.0,3,wtorny,apartamentowiec,8,12.0,,,miejskie,2019.0,do_zamieszkania,500.0,pelna_wlasnosc,60335413,1,1,0,0,1,1,0,54.3920754,18.6225242
